,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
Q9BRI3,,True,True,,True,True,,,,True,,
Q9BRJ7,,True,True,,True,,False,,,False,,
Q9BRJ9,False,,False,False,,False,False,False,,False,False,
Q9BRK0,False,True,True,,False,,True,,,False,,
Q9BRK5,False,,False,True,True,,False,,,False,False,
Q9BRL7,True,True,False,True,True,True,True,True,,True,True,
Q9BRN9,False,,False,,,,True,,,,,
Q9BRP0,False,True,True,True,True,,True,True,True,True,True,
Q9BRP1,False,True,False,,,True,True,,,,True,
Q9BRQ0,False,False,False,,True,False,False,,,False,False,False
Q9BRQ5,,True,,,,,False,,,False,,
Q9BRQ6,False,False,False,True,True,,False,,,False,True,
Q9BRQ8,True,,,True,,True,,True,True,,True,
Q9BRR0,True,True,True,True,True,,True,True,,True,,True
Q9BRR9,False,False,False,False,True,False,False,False,True,False,False,False
Q9BRS2,False,,False,,True,,False,,,True,,
Q9BRT8,,False,,,,False,,,,,,
Q9BRV8,True,True,True,True,True,False,True,True,True,True,True,True
Q9BRX8,False,,False,,,,True,,,True,,
Q9BRX9,True,True,True,True,True,True,True,,,True,True,True
Q9BRY0,False,False,False,False,,,True,,,False,False,
Q9BRZ2,False,False,True,False,True,True,False,,False,False,,
Q9BS31,True,True,True,True,True,,True,True,True,True,,True
Q9BS34,False,True,False,True,False,,True,False,True,False,,True
Q9BS40,,False,,,,,,,,,,False
Q9BS92,False,False,False,False,False,,False,False,False,False,False,
Q9BSA4,True,False,True,,True,,,,,False,True,
Q9BSE4,False,,,,,,,,,False,,
Q9BSF8,True,True,,,,,True,,False,False,,
Q9BSG1,True,True,True,True,True,,True,True,,True,,
Q9BSJ1,True,True,,True,True,,True,False,True,True,,
Q9BSJ2,True,,,,,,,,,,,
Q9BSJ8,False,True,False,True,True,False,False,True,True,False,True,
Q9BSK1,True,True,True,True,True,,True,True,,True,,
Q9BSK2,True,True,False,,True,True,True,True,,True,True,
Q9BSK4,False,True,True,True,True,True,True,,,True,True,True
Q9BSM1,False,,False,,,,True,,,False,,
Q9BST9,False,False,True,True,True,True,False,True,True,True,True,
Q9BSU3,True,True,True,True,,,False,True,,True,True,
Q9BSW2,True,True,True,,,True,True,,,True,True,
Q9BSY9,False,True,False,,,False,False,,,False,True,
Q9BT04,False,,,,,,,,False,,,
Q9BT09,True,True,True,,True,,True,,,False,True,
Q9BT17,False,True,,,,True,,,,,,
Q9BT22,,,,,,False,,,,,,
Q9BT23,False,False,True,,True,True,False,,,False,False,False
Q9BT40,False,True,True,True,True,True,,,,True,True,
Q9BT43,False,,,,,,False,,,False,,
Q9BT49,False,,,,,,True,,,,,
Q9BT67,False,,,,,,True,,,False,False,
Q9BT81,False,,False,False,,,False,False,,False,True,
Q9BT88,False,True,True,True,True,,True,True,,True,True,
Q9BT92,True,True,True,True,True,True,,,True,True,True,
Q9BTA0,True,False,False,True,False,,True,,,True,,
Q9BTC8,True,,False,,True,,True,False,,False,,
Q9BTE3,False,,,False,,False,False,,,,,
Q9BTE6,True,,,,,False,,,,,,
Q9BTE7,False,True,False,False,True,True,False,False,,False,False,True
Q9BTM1,,True,False,False,True,,,True,,False,True,
Q9BTN0,,True,True,True,True,True,True,,,True,,True
Q9BTT0,False,True,True,True,True,True,True,True,,True,True,
Q9BTT6,False,True,True,,True,True,,,True,True,True,
Q9BTU6,False,False,False,True,,,False,False,,False,False,False
Q9BTV5,True,True,False,False,True,,True,,,True,True,True
Q9BTV7,False,,False,,,,False,,,False,,
Q9BTX7,False,True,False,,,True,True,True,,False,True,
Q9BTZ2,False,,False,,,,,False,,False,,
Q9BU23,True,,True,True,True,True,True,,True,True,True,
Q9BU40,False,False,False,False,False,False,False,,False,False,False,
Q9BUA6,True,False,False,,True,,False,,,False,,
Q9BUB4,False,True,,True,True,True,False,,False,False,True,
Q9BUB5,True,,True,True,True,,True,,,True,True,
Q9BUD6,,,,True,True,,,,True,,,
Q9BUF5,,False,False,,True,,False,,,False,False,
Q9BUG6,True,True,True,True,True,True,True,True,True,True,,
Q9BUJ0,True,True,True,True,True,,True,True,,True,True,
Q9BUJ2,False,,True,,,,False,,,True,,
Q9BUL9,False,,False,False,True,False,False,,,False,,
Q9BUM1,False,,False,,True,,False,,,False,True,
Q9BUN5,False,False,,,,,False,,,False,,False
Q9BUN8,True,,False,,,True,,False,True,False,True,
Q9BUP0,True,True,True,True,True,False,True,True,,True,True,True
Q9BUQ8,True,,True,,,False,True,True,,,,
Q9BUR5,False,True,False,False,False,False,False,False,,False,False,
Q9BUT1,True,,,,,,,,,,,
Q9BUX1,False,True,False,,,,False,,,False,,
Q9BUY5,False,True,False,True,False,,True,False,True,False,,True
Q9BUY7,True,,False,False,True,,True,True,,False,False,
Q9BUZ4,False,False,True,True,True,True,False,True,True,True,True,True
Q9BV23,,True,,,,True,,,,,,
Q9BV35,,True,True,,,,True,,,True,,
Q9BV40,False,False,False,False,,,,,,,False,
Q9BV47,False,,False,True,,False,True,,,False,True,
Q9BV57,False,,False,,,False,False,,,,False,
Q9BV68,False,True,False,True,True,True,False,True,True,True,True,
Q9BV73,True,True,True,True,True,True,True,,True,True,True,True
Q9BV86,,,,,,,False,,,False,,
Q9BV94,,True,,,,,False,,,,,
Q9BVA0,True,True,True,True,True,True,True,True,,,True,True
Q9BVA1,,False,False,,,,,,,True,,
Q9BVG3,False,False,False,False,True,,False,True,,False,False,
Q9BVG9,False,,False,,,,False,,,,,
Q9BVI0,True,,,,,,True,,,,,
Q9BVJ6,,,False,,,,,,False,,,
Q9BVJ7,,,False,,,,,,,,,
Q9BVK6,False,True,True,,True,True,True,True,True,True,True,
Q9BVP2,False,True,True,,,False,False,True,,True,,
Q9BVQ7,False,True,,,True,True,,,True,False,True,
Q9BVS4,False,,,,,,False,,,,,
Q9BVS5,False,True,True,,,True,True,,,,,
Q9BVT8,False,,False,False,True,,False,,,False,,
Q9BVX2,True,,True,,True,,False,,,True,True,
Q9BW11,False,True,True,,False,,True,,,False,True,
Q9BW19,True,,True,,True,True,,,True,,,
Q9BW30,False,,False,,True,,False,,,False,False,
Q9BW60,,True,False,,False,,,,,False,False,
Q9BW62,False,True,False,True,,,True,,,True,False,
Q9BW83,True,True,True,,,,True,,,,,
Q9BW85,False,,,,,False,False,,,False,,
Q9BW92,,True,False,,,False,,,,False,,
Q9BWD1,,,,,,,,True,,,,
Q9BWE0,False,,True,True,True,,True,True,,True,,
Q9BWF2,True,,True,True,,,True,True,True,,True,
Q9BWF3,True,True,True,,,,True,,True,True,True,
Q9BWG4,False,False,False,False,True,False,False,False,,False,False,
Q9BWH2,False,False,False,False,True,False,False,False,False,False,False,
Q9BWM5,True,True,True,True,True,,True,,,True,,
Q9BWM7,,True,False,,True,,False,,False,False,,
Q9BWP8,True,True,True,True,True,True,True,True,,True,True,
Q9BWQ6,False,True,,,,,,,,False,,
Q9BWQ8,False,False,False,False,True,False,True,False,,False,False,
Q9BWS9,False,True,True,True,,True,True,False,,,False,
Q9BWT1,False,False,,,,,False,,,False,False,
Q9BWT3,True,True,False,,,,False,,,False,,
Q9BWU0,False,,,,,,,,,,,
Q9BWU1,True,True,True,True,True,True,True,,True,True,,
Q9BWV1,True,True,True,True,True,True,True,,,True,True,True
Q9BWV7,False,False,,False,False,True,False,,,False,,
Q9BWW4,False,,False,False,,False,False,False,,False,False,
Q9BWW8,,,False,,,,False,,,False,,
Q9BWW9,True,False,False,,True,,False,,,False,,
Q9BWX1,,True,,True,True,,,,False,False,,
Q9BX10,False,False,True,True,True,True,True,True,,False,False,
Q9BX40,False,,,,,,False,,,False,False,
Q9BX46,False,True,False,True,True,False,False,True,,False,False,
Q9BX51,True,,True,,True,True,True,,,False,False,
Q9BX59,True,True,True,True,True,True,True,True,True,True,True,True
Q9BX63,True,True,True,True,True,True,True,,,True,True,
Q9BX66,False,False,True,,,,False,,,True,,
Q9BX67,True,True,True,True,True,True,True,True,,False,True,
Q9BX68,,True,,,,,,,,True,,
Q9BX70,True,True,True,True,True,,True,True,True,True,True,
Q9BX73,False,True,False,,,,,,,True,,
Q9BX74,False,,False,True,True,,True,,True,True,,
Q9BX82,False,True,False,True,False,,True,False,True,False,,True
Q9BX84,False,True,True,,True,True,False,,,False,,
Q9BX93,False,False,True,,True,False,False,,,False,True,False
Q9BXA5,False,True,True,True,True,True,True,True,,False,False,
Q9BXA6,True,True,True,True,True,,,,,True,True,
Q9BXA7,True,True,True,True,True,,,,,True,True,
Q9BXA9,True,,,,True,,,True,,False,,
Q9BXB4,True,,False,,,,True,,,True,True,
Q9BXB5,True,True,False,,,,,,,True,,
Q9BXC0,True,True,True,True,True,True,,True,,True,True,
Q9BXD5,,,,,,,,,False,,,
Q9BXE9,False,False,,True,,,False,,,False,,
Q9BXF6,False,,False,,,,,,,False,,
Q9BXF9,True,True,True,True,True,True,True,True,,True,True,True
Q9BXI2,,False,False,False,,False,False,,,False,,
Q9BXI3,,True,,,,,,,,False,,
Q9BXI6,False,True,True,,True,True,False,,,False,,
Q9BXJ0,True,False,False,True,False,False,False,True,True,False,True,
Q9BXJ2,True,False,False,True,False,False,False,True,True,False,True,
Q9BXJ4,True,False,,,,,True,,,,,
Q9BXJ5,True,False,False,True,False,False,False,True,True,False,True,
Q9BXJ8,,,False,,,,False,,,False,,
Q9BXJ9,True,,True,,,,True,,,True,,
Q9BXK1,False,False,False,False,,,,,,False,False,
Q9BXM0,True,True,True,True,,True,True,True,True,True,True,
Q9BXM9,True,True,False,False,True,,,,,True,True,True
Q9BXN1,True,True,True,True,True,,True,True,True,True,True,
Q9BXP2,False,True,False,,True,True,False,,,False,True,
Q9BXP8,True,False,True,,,,True,,,False,False,
Q9BXR0,,,,,,False,,,,,,
Q9BXR3,,,,False,,False,,False,,,False,
Q9BXS0,False,False,False,True,True,,False,,False,True,True,
Q9BXS1,,True,False,,,,False,,,False,,
Q9BXS4,,False,,,,,False,,,,,
Q9BXS5,,,False,,,,False,,,False,False,
Q9BXS9,,True,,,,,True,False,,False,True,
Q9BXT4,True,True,True,,False,,True,,,True,,
Q9BXT6,True,True,True,,,,False,,,,True,
Q9BXT8,False,,,True,,True,False,,,,True,
Q9BXU1,True,True,,,,,,,,,,
Q9BXU2,,,,,,,,,,False,,
Q9BXU3,,False,,,,,True,,,False,,
Q9BXU7,False,True,False,True,True,False,False,True,,False,True,
Q9BXU8,False,False,False,True,,False,True,,,False,False,
Q9BXU9,False,True,False,False,True,False,True,,,False,False,
Q9BXW4,False,False,False,False,False,False,False,,,False,False,
Q9BXW6,False,,True,True,True,True,True,,,False,,
Q9BXX3,True,True,True,True,True,True,True,True,,True,,True
Q9BXY4,False,True,False,True,True,True,True,True,,False,True,
Q9BXY5,True,,,True,True,True,True,,,,True,
Q9BXY8,,True,,,True,,,,,False,,
Q9BY07,False,True,False,True,True,,False,True,True,False,False,
Q9BY08,False,True,False,False,True,,False,False,False,False,False,
Q9BY11,True,True,True,True,True,True,True,True,True,True,True,True
Q9BY14,False,False,,,,,False,,False,,,
Q9BY15,False,True,True,True,True,,,,True,False,,
Q9BY19,False,False,False,False,True,True,False,False,True,False,False,
Q9BY21,True,True,True,True,True,True,True,True,,True,,True
Q9BY27,True,True,,,,,False,,,,,
Q9BY31,False,,,True,,,True,False,True,,,True
Q9BY41,,True,,,,,,,,,,
Q9BY43,,True,False,,True,,False,False,,False,False,
Q9BY49,True,True,,,,True,True,True,,,,True
Q9BY50,False,,False,False,True,False,False,False,,False,False,
Q9BY64,False,,,False,,False,,,,,False,
Q9BY66,False,True,True,,True,,False,,,False,,
Q9BY67,True,True,True,True,True,True,True,True,True,True,True,True
Q9BY71,True,True,True,True,True,,True,True,,True,,
Q9BY76,False,True,False,False,True,False,False,False,False,False,False,
Q9BY84,False,True,False,True,True,False,True,,True,False,True,
Q9BYC2,,True,False,,,False,False,,,False,,
Q9BYD5,False,False,False,False,,,,False,,,False,True
Q9BYD9,True,True,True,True,True,,True,,,True,True,
Q9BYE0,True,,True,,,,,,,,,
Q9BYE7,False,True,True,,,,False,,,True,True,
Q9BYF1,False,True,,,True,False,False,,False,False,False,
Q9BYG0,False,False,False,True,True,,True,False,,False,False,
Q9BYG4,False,True,True,,True,,True,,,True,,
Q9BYG5,False,True,,,,,True,,,True,,
Q9BYG8,True,True,True,False,True,False,True,False,False,True,,
Q9BYH1,True,True,True,True,True,True,True,,,True,True,
Q9BYI3,False,,True,False,True,False,False,False,,False,False,
Q9BYJ1,True,True,True,,True,,False,,False,False,True,
Q9BYJ4,False,False,False,False,True,,False,True,,True,,
Q9BYJ9,False,False,False,,,,False,,,False,,
Q9BYK8,False,True,True,True,True,False,False,,,True,False,
Q9BYL1,False,True,False,,,False,False,,,False,True,
Q9BYM8,True,True,False,False,,True,False,False,True,False,False,
Q9BYN7,True,True,True,True,True,,True,True,,,True,
Q9BYR4,False,True,False,True,True,False,,True,False,False,,True
Q9BYT1,True,True,True,,,,True,,,,True,
Q9BYT3,True,True,True,True,True,,True,True,True,True,True,
Q9BYT8,False,False,False,,,,False,False,,False,False,
Q9BYT9,False,True,True,False,True,True,True,,,False,,
Q9BYU1,False,True,False,False,True,False,False,False,False,False,False,
Q9BYV1,True,,,,,,True,,True,,,
Q9BYV2,True,True,True,True,True,True,True,,True,True,True,
Q9BYV6,False,False,False,False,False,,False,,,True,False,
Q9BYV7,True,,,,,,False,,,False,False,
Q9BYW1,False,True,True,,True,True,True,True,,True,True,
Q9BYX2,False,False,,,,True,True,,,True,True,
Q9BYX4,False,False,,True,True,False,False,,,,True,
Q9BYZ2,,True,True,,True,,True,,,True,,
Q9BYZ6,False,False,False,False,True,False,False,,,False,False,
Q9BYZ8,True,False,False,True,True,,True,,,,,
Q9BZ01,False,True,False,False,True,,False,False,,False,False,
Q9BZ11,False,True,False,False,,True,False,,True,False,,
Q9BZ19,True,,,,,,True,,,,,
Q9BZ23,False,False,False,,True,False,True,,,False,,
Q9BZ29,True,False,False,,False,,False,False,,False,False,
Q9BZ67,,True,,,,,,,,,,
Q9BZ71,False,,False,False,False,False,False,,,False,,
Q9BZ72,,,,,,,,,,False,,
Q9BZ76,True,True,,,True,,,,True,True,,
Q9BZ81,False,True,,False,True,False,True,True,,False,False,
Q9BZ95,False,False,,,,,False,,False,False,False,
Q9BZC1,True,,True,,,True,,,,True,,
Q9BZC7,False,True,False,,,,False,,,False,True,
Q9BZD2,False,True,True,True,,True,False,True,,False,,
Q9BZD4,,,True,True,True,,,,,,True,
Q9BZD6,,,,,,,,,,,False,
Q9BZE2,True,,,,,,True,,,,,
Q9BZF1,False,True,,,True,True,True,,,False,,
Q9BZF2,False,True,True,True,True,True,False,,,False,True,
Q9BZF3,False,True,True,True,True,True,True,,,False,True,
Q9BZG1,True,False,False,True,True,False,True,,,False,False,
Q9BZG2,False,True,True,,,,False,,,True,True,
Q9BZJ3,True,,,True,True,,True,,,,,
Q9BZJ4,True,,False,True,True,True,True,True,True,False,True,
Q9BZJ6,True,True,,,,,False,,,True,,
Q9BZJ7,True,True,True,True,True,True,False,,,False,False,
Q9BZJ8,,,,,,,,,,False,False,
Q9BZK7,True,True,True,True,True,True,True,,,True,True,True
Q9BZL4,True,True,,,,,True,,,True,True,
Q9BZL6,True,True,True,True,True,True,True,,,True,True,True
Q9BZM1,False,False,,,,False,False,,,False,,False
Q9BZM3,False,True,,True,True,,True,,,False,,
Q9BZM4,True,True,False,True,True,True,True,True,,False,,
Q9BZM5,True,True,False,True,True,True,,True,,False,,
Q9BZM6,True,True,False,True,True,True,True,True,,False,,
Q9BZP6,False,True,True,,,,True,False,True,True,False,
Q9BZQ2,True,False,False,True,True,,True,,True,True,,
Q9BZQ6,True,,,,,,True,,,,,
Q9BZQ8,False,,False,,False,,False,,False,False,False,
Q9BZR6,True,True,True,True,True,,True,True,,True,,
Q9BZR9,False,False,False,False,False,,False,True,,,False,
Q9BZS1,False,True,True,,True,,False,,,False,,
Q9BZV2,True,False,,False,,,False,,False,False,,
Q9BZV3,False,False,False,False,False,False,False,False,False,False,False,False
Q9BZW2,True,True,,,,False,True,,,True,False,
Q9BZW4,False,False,,,,,False,,False,False,True,False
Q9BZW5,False,False,True,,True,,False,,False,False,,False
Q9BZW7,True,True,True,True,True,True,True,,True,True,True,True
Q9BZW8,True,True,True,True,,,True,True,,True,,
Q9BZX2,,,,,,,True,,,True,,
Q9BZX4,False,False,False,True,True,,True,,,False,,False
Q9BZY9,False,,,False,True,,,True,True,,,
Q9BZZ2,True,True,True,True,True,,True,True,,True,,True
Q9C000,,False,True,False,True,False,,,,True,True,
Q9C019,True,True,True,True,True,,True,False,True,True,,
Q9C026,,True,,,,,True,,,True,,
Q9C029,True,True,True,True,True,,True,True,,True,,
Q9C030,True,False,True,True,True,,True,True,True,True,,
Q9C035,True,False,True,True,True,,True,True,True,True,,
Q9C037,True,True,True,True,True,,True,True,,True,,
Q9C040,True,True,True,,,True,True,,True,True,True,
Q9C056,False,True,True,,True,True,True,,,True,,
Q9C073,False,True,True,,True,,False,,,False,True,
Q9C075,True,True,True,True,True,,True,True,True,True,True,
Q9C091,False,,,,True,,False,,,False,,
Q9C098,True,,True,True,,True,True,,,True,True,
Q9C099,True,True,True,,True,,,,,,,
Q9C0A0,True,True,True,,True,,True,,True,True,,
Q9C0A1,True,True,True,,True,True,True,,,False,False,
Q9C0B0,False,,,True,,,False,,,,,
Q9C0B5,False,True,False,,,True,True,,,,,
Q9C0B6,,True,False,,,,False,,False,False,True,
Q9C0C2,True,,True,,,True,True,,,True,,
Q9C0C4,False,True,True,True,True,True,False,,True,False,True,
Q9C0D3,,,,,,,,,,False,,
Q9C0D4,True,True,True,True,True,True,True,,,True,,
Q9C0D5,True,,,True,True,,True,,,True,True,
Q9C0D6,True,False,True,,,True,True,,,True,,
Q9C0D7,False,,True,,,True,False,,,False,,
Q9C0D9,False,True,False,True,True,True,,,,False,False,
Q9C0E2,True,True,,True,True,True,False,True,,,True,True
Q9C0E4,True,True,,,,,True,,,False,,
Q9C0F3,False,True,False,True,False,,True,False,True,False,True,True
Q9C0G0,False,,,,,,True,,,,,
Q9C0G6,False,True,,,,,,,,,True,True
Q9C0H2,,False,,,,,,,,False,,
Q9C0H9,False,False,,,,,,,,False,False,
Q9C0I4,True,True,True,True,True,True,True,,,False,True,
Q9C0I9,True,True,True,True,True,True,True,True,True,True,True,
Q9C0J1,False,False,False,True,True,,,False,,False,False,
Q9C0K0,False,True,,,,,False,,,False,,
Q9C0K1,True,True,True,True,True,True,True,,True,True,True,
Q9C0K3,True,,False,,True,False,False,,,False,,
Q9C0K7,True,True,True,True,True,True,True,True,,True,True,
Q9GIP4,True,,True,,,True,True,True,,,,
Q9GZK3,True,True,False,True,True,,True,,,False,,
Q9GZK4,,True,True,,,,True,,,True,,
Q9GZK6,True,True,,True,True,,,,True,,,
Q9GZK7,True,False,False,False,True,,,True,,False,,True
Q9GZM6,True,True,True,True,True,,True,,,True,,
Q9GZM7,False,True,True,,True,,True,True,,True,True,
Q9GZN1,True,,,,,,,,,,,
Q9GZN2,False,,False,False,True,False,False,False,False,False,False,
Q9GZN4,True,True,True,True,True,,True,,,False,True,True
Q9GZN6,True,False,False,True,False,,False,,,False,,
Q9GZP1,False,False,False,False,False,,False,False,False,False,False,False
Q9GZP7,False,False,,True,,,False,,,False,,
Q9GZP9,True,True,False,,,,True,False,,False,,
Q9GZQ3,False,,False,,,,False,,,,,
Q9GZQ4,True,True,False,,True,,True,True,,False,True,
Q9GZQ6,False,True,True,,,,False,,,False,,
Q9GZQ8,False,,False,False,False,False,,,,False,False,
Q9GZR2,True,,,,,False,True,,,,,
Q9GZR5,False,False,,,,,,,,False,,
Q9GZR7,True,,True,True,True,False,True,True,,True,True,
Q9GZS3,True,True,True,True,True,True,True,,,True,True,True
Q9GZS9,False,False,False,,True,,False,,,False,True,
Q9GZT3,False,,False,True,True,False,False,True,,False,False,
Q9GZT4,,,,,,,,,,,False,
Q9GZT5,,,,,,,,,,False,,
Q9GZT6,,,False,,,,,,,False,False,
Q9GZT9,False,True,False,False,True,False,True,False,False,False,False,
Q9GZU1,False,False,False,,,,False,False,False,False,,
Q9GZU2,True,True,True,True,True,False,True,True,True,True,,
Q9GZU3,True,False,True,,False,,True,,,False,True,
Q9GZU5,True,True,True,,,,,True,,True,,
Q9GZU7,,True,True,,,False,,,,True,,
Q9GZV3,,False,,,,,,,,,,
Q9GZV4,False,True,False,,,False,,,,False,False,
Q9GZV5,False,False,True,,True,,True,,True,False,False,
Q9GZV7,False,False,False,True,True,False,False,False,,True,False,False
Q9GZV9,True,True,True,True,True,True,True,True,,True,True,
Q9GZW8,False,False,False,False,True,True,False,False,True,False,,
Q9GZX3,False,False,False,,True,,False,,,False,True,
Q9GZX6,True,True,True,True,True,True,True,True,,True,,True
Q9GZY0,,False,False,True,,,True,,,False,,
Q9GZZ0,False,True,True,True,True,,True,,,True,,
Q9GZZ1,False,,False,False,,True,False,False,,True,False,
Q9GZZ6,False,False,True,True,,,True,True,,False,,
Q9H000,True,True,,,,,False,,,False,,
Q9H008,True,True,,,,True,True,,,False,True,
Q9H013,False,True,False,False,True,True,False,,True,False,True,
Q9H015,True,True,False,True,True,True,,True,,False,False,
Q9H019,False,False,False,True,True,True,True,,,True,True,
Q9H061,False,,False,False,False,,False,False,False,False,False,
Q9H069,,True,,,,,,,,,,
Q9H082,True,True,True,True,True,True,True,,,True,True,
Q9H089,False,True,,True,True,False,False,True,,,False,
Q9H093,True,True,True,True,True,,True,,,True,,
Q9H094,True,True,True,True,True,True,True,True,,True,,True
Q9H0B6,False,False,False,,False,,True,,,True,True,
Q9H0B8,False,False,False,True,True,,False,True,False,False,False,
Q9H0C1,True,,,,,True,,,,,,
Q9H0C2,,True,False,,True,,False,False,,False,,True
Q9H0C5,True,True,True,True,True,,True,True,True,True,True,
Q9H0E7,True,False,False,,True,,True,,,False,True,
Q9H0F5,True,False,,,,True,True,,,False,,
Q9H0F6,True,True,True,True,True,True,True,,,,True,
Q9H0G5,False,,,,,,,,,,,
Q9H0H5,False,True,False,True,True,True,True,False,,False,True,True
Q9H0I3,False,False,False,False,True,False,True,True,True,False,False,False
Q9H0I9,,,True,,,,True,,,False,,
Q9H0J9,False,False,False,False,False,False,False,False,False,False,,False
Q9H0K1,True,True,,,True,,True,True,True,True,True,
Q9H0K4,False,True,True,,,,True,,,False,,
Q9H0K6,False,True,,,,False,False,,,False,False,
Q9H0L4,True,True,True,,,,True,,,True,,
Q9H0M0,False,True,True,,True,True,True,,True,True,True,
Q9H0M5,True,True,True,True,True,,True,True,,True,,True
Q9H0N5,False,True,,,,False,True,,,False,,
Q9H0Q0,True,True,False,,,,False,,,False,,
Q9H0Q3,,,,,,,,,,False,,
Q9H0R4,,,,,,True,,,,False,,
Q9H0R5,False,True,False,,,,True,,,False,True,
Q9H0R8,,False,False,,,,False,,,False,,
Q9H0S4,True,True,True,,,False,,True,,,,
Q9H0T7,True,True,True,True,True,,True,,,True,,
Q9H0U3,False,True,False,False,,False,,False,,False,False,
Q9H0U9,False,True,False,True,False,False,False,True,True,False,,
Q9H0V9,False,,True,,,,False,,,True,,
Q9H0W7,False,False,False,False,True,False,False,False,,False,False,
Q9H0X4,False,False,False,False,,False,True,False,False,False,False,False
Q9H0X9,False,False,,,,False,False,,,False,,
Q9H0Z9,True,,False,True,True,True,True,True,,False,False,
Q9H106,True,True,True,True,True,,True,,,,,
Q9H112,False,False,False,False,True,,True,,,False,,
Q9H114,False,False,False,False,True,,True,,,False,,
Q9H115,,True,False,,,,,,,True,,
Q9H116,True,True,True,True,True,,True,True,,True,True,
Q9H159,True,False,True,True,True,True,True,False,True,False,,
Q9H160,True,True,False,,True,,True,,,False,True,
Q9H161,False,True,True,False,True,,False,False,,False,False,
Q9H165,False,,,,,,False,,,False,True,
Q9H172,True,,False,,,,False,,,False,,
Q9H173,True,,,,,,True,False,,,False,
Q9H190,True,True,True,,True,,False,,,False,,
Q9H1B4,True,,,True,True,,True,,,False,,
Q9H1B5,False,,False,False,False,True,False,False,False,False,False,
Q9H1B7,False,False,,,,False,False,,,False,False,
Q9H1C3,False,,False,False,True,,False,False,,False,False,
Q9H1D0,True,True,True,,True,True,True,,,True,,
Q9H1E1,True,False,False,True,True,,False,,,False,,
Q9H1E5,False,,True,,False,,False,,,False,,
Q9H1F0,,,,,,,True,,,,,
Q9H1H1,False,False,False,False,False,True,True,,,,,
Q9H1H9,True,True,,,True,True,True,,True,True,True,
Q9H1J5,,True,False,False,False,,False,,,False,True,
Q9H1J7,,,False,,,,False,,,False,,
Q9H1K4,,True,True,False,False,,False,,,False,False,
Q9H1M0,False,,False,,,,False,,,False,,
Q9H1P3,False,True,True,True,True,,False,,,False,,
Q9H1Q7,False,True,,,,,False,,,False,,
Q9H1R2,False,True,False,True,True,False,True,,True,False,True,
Q9H1R3,True,True,True,True,True,,True,,,True,,
Q9H1U4,True,True,True,True,True,True,,,True,False,True,True
Q9H1U9,,,False,,,,False,,,False,,
Q9H1V8,True,False,False,,,,False,,,False,True,
Q9H1X1,True,,True,,,True,True,,,,,
Q9H1X3,False,True,True,True,True,True,True,True,,True,True,
Q9H1Y3,False,True,False,,,,True,,,True,,
Q9H201,False,False,,,True,,True,,False,False,False,
Q9H205,True,True,False,True,True,,True,True,True,False,,
Q9H207,,True,False,True,True,,True,True,,False,,
Q9H208,,,,True,True,,,True,,,,
Q9H209,,True,False,True,True,,True,True,,False,,
Q9H210,True,True,False,True,True,,True,,,False,,
Q9H213,True,False,True,True,False,,True,,,True,,
Q9H223,,,False,,True,,False,True,,False,,
Q9H227,,True,,,,,True,,,True,False,
Q9H228,True,True,False,True,True,True,,True,,False,,
Q9H237,True,False,False,True,False,False,False,True,,False,False,
Q9H239,True,False,False,False,True,,True,,,False,True,
Q9H244,True,True,True,True,True,True,True,True,,True,True,True
Q9H252,True,,False,,,,True,,,False,,
Q9H254,True,True,True,,True,True,True,,,True,True,
Q9H255,True,True,False,False,True,,True,True,,False,True,
Q9H267,False,True,True,,True,True,True,,,True,,
Q9H270,False,,,,,False,,,,,,
Q9H293,False,False,False,True,,,False,,,,,
Q9H299,False,True,False,False,True,False,False,False,,False,False,
Q9H2A2,,,,,,True,,True,,,,
Q9H2A3,False,True,,,True,,False,,,,,
Q9H2B2,False,True,True,True,True,,True,True,,True,True,
Q9H2B4,True,True,True,,True,,,False,,False,True,
Q9H2C5,,True,True,True,True,,True,True,,True,,
Q9H2C8,True,,True,True,True,,,True,True,True,,
Q9H2D1,False,,False,,,True,True,True,,,True,
Q9H2E6,False,True,True,True,True,True,False,,True,False,True,
Q9H2F3,True,True,True,True,True,True,True,,,True,True,
Q9H2F5,False,,,,,False,False,,,False,,
Q9H2G2,True,True,True,True,True,True,True,True,,True,True,
Q9H2G4,False,True,False,True,False,False,False,True,True,False,True,
Q9H2H8,True,True,True,,,True,True,,,,True,
Q9H2H9,,False,,,,,,,,True,True,
Q9H2J4,,,,,,,False,,,False,,
Q9H2J7,,False,False,,,,False,,,False,True,
Q9H2K2,True,True,True,True,,,True,,True,True,,True
Q9H2K8,True,True,True,True,True,True,True,,,True,True,
Q9H2L5,False,,,,True,,,,,False,False,
Q9H2M3,True,True,True,,,True,True,True,,True,,
Q9H2R5,False,,False,True,True,,True,,True,False,,
Q9H2S1,False,False,False,False,True,,,False,,False,,
Q9H2S5,,,,True,True,,,,True,,,
Q9H2S9,False,True,True,True,,,True,True,True,True,True,True
Q9H2T7,,True,True,,,,False,,,True,,
Q9H2U2,False,True,False,,,True,True,,,False,True,
Q9H2U9,False,True,False,False,True,True,False,,,False,,
