,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q969T4,Vertebrata,Eumetazoa,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q99445,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
ENSP00000391959,None,None,None,None,None,None,None,None,None,None,None,Mammalia,None
Q8N661,Mammalia,Mammalia,Mammalia,Euk+Bac,Eumetazoa,Euk+Bac,Vertebrata,Eumetazoa,Euk+Bac,Euk+Bac,Euk+Bac,Eumetazoa,Euk+Bac
Q8NDG6,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Euk+Bac,Euk+Bac,Eukaryota,Eumetazoa
Q53GA4,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
P68871,None,None,Vertebrata,None,None,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Opisthokonta,Eukaryota
P34982,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata
O95965,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eumetazoa,Eumetazoa,Opisthokonta
O43760,Mammalia,Mammalia,Eumetazoa,Mammalia,None,Vertebrata,Vertebrata,Eumetazoa,Opisthokonta,Opisthokonta,Eukaryota,Opisthokonta,Opisthokonta
Q8NET5,Vertebrata,Mammalia,Mammalia,Mammalia,None,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata
Q92609,Eukaryota,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q6IQ55,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q5JRA6,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Euk_Archaea
O75525,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P42345,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,None,Eukaryota,Eukaryota,Eukaryota
Q9NW82,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Euk+Bac
Q96A58,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota
O75077,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,None,Opisthokonta,Opisthokonta,Opisthokonta
Q14CW9,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eukaryota,Eukaryota
Q96FV0,Eumetazoa,Eumetazoa,Mammalia,Mammalia,Eumetazoa,Opisthokonta,Opisthokonta,Eumetazoa,Eumetazoa,Eukaryota,Euk+Bac,Eukaryota,Vertebrata
P54259,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Euk+Bac,Opisthokonta,Eumetazoa,Vertebrata
Q8IWV1,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
Q8TBZ3,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
ENSP00000389725,None,None,None,None,None,None,None,None,None,None,None,Mammalia,None
Q8IYS2,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9NTU7,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
Q5T4I8,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Vertebrata,None,Eumetazoa,Vertebrata
P31213,Eumetazoa,Eumetazoa,Eukaryota,Vertebrata,Vertebrata,Euk+Bac,Vertebrata,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac
Q96AY2,Eukaryota,Eukaryota,Mammalia,Vertebrata,Opisthokonta,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Opisthokonta,Eumetazoa,Opisthokonta
Q8NG06,Mammalia,Eukaryota,Mammalia,Mammalia,Vertebrata,Eumetazoa,None,Vertebrata,Eukaryota,Vertebrata,Euk+Bac,Eukaryota,Eumetazoa
H9KV56,None,None,None,None,None,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q6UXQ4,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,Mammalia,None,Mammalia,Mammalia,Mammalia,Eukaryota,Mammalia,Mammalia
Q9H8T0,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q7Z699,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa
Q8IXZ2,Eukaryota,Eukaryota,Mammalia,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Vertebrata
P35579,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eumetazoa,Opisthokonta,Eukaryota,Eukaryota,Cellular_organisms,None,Eukaryota,Eukaryota,Euk+Bac
Q9NZI6,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Eumetazoa,Opisthokonta
Q92600,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8N9Z0,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eukaryota,Mammalia,Opisthokonta,Opisthokonta,Eukaryota
Q8WY50,None,None,None,None,None,None,None,None,None,Eumetazoa,None,None,None
Q8N4Y2,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa
P00747,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota
Q13444,Vertebrata,Eumetazoa,Vertebrata,Opisthokonta,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,None,Opisthokonta,Opisthokonta,Opisthokonta
O00750,Mammalia,Opisthokonta,Eumetazoa,Mammalia,Mammalia,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Opisthokonta,Eukaryota
Q9NPH9,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata
O75155,Mammalia,Mammalia,Eukaryota,Opisthokonta,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
O60244,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
P19971,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q5U649,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
Q3KNT9,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
Q9HB09,Vertebrata,Vertebrata,Mammalia,Mammalia,None,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,None,Mammalia,Mammalia
P55209,Vertebrata,Opisthokonta,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q14318,Eukaryota,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac
Q12792,Vertebrata,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8NGZ4,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q68DE3,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Euk+Bac,Vertebrata,Vertebrata
P50454,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Cellular_organisms,Euk+Bac,Cellular_organisms
Q14093,Mammalia,Mammalia,Mammalia,Opisthokonta,Mammalia,Mammalia,None,Mammalia,Mammalia,Euk+Bac,Mammalia,Eukaryota,None
P01040,Mammalia,Mammalia,Eukaryota,Mammalia,Vertebrata,Eukaryota,None,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
A1L3X0,Vertebrata,Vertebrata,Eumetazoa,Eukaryota,Eumetazoa,Opisthokonta,None,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
Q12791,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Cellular_organisms,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota
Q8IYT2,Eukaryota,Eukaryota,Vertebrata,Vertebrata,Opisthokonta,Eukaryota,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta
Q8IX21,Eumetazoa,Eumetazoa,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Mammalia,Vertebrata
Q9UIU6,Eumetazoa,Eumetazoa,Mammalia,Mammalia,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota
Q9UJT9,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Opisthokonta,Eumetazoa
Q96NY9,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9UFV3,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,None,None
Q14938,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
O00445,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
P78347,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eukaryota,Vertebrata
Q9Y2H9,Mammalia,Opisthokonta,Vertebrata,Opisthokonta,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Opisthokonta,Eukaryota,Eukaryota,Eukaryota
Q9BYJ1,Mammalia,Opisthokonta,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac
Q96CQ1,Vertebrata,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q969E3,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata
Q5T7M9,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
A8MVA2,None,None,None,None,None,None,None,Mammalia,Eumetazoa,Eukaryota,Vertebrata,Eukaryota,Euk+Bac
Q9HCU9,Vertebrata,Mammalia,Eumetazoa,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Eukaryota
Q53RT3,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Eumetazoa,Vertebrata
A8MUV8,None,Mammalia,None,None,Mammalia,Mammalia,None,Mammalia,Eukaryota,Mammalia,Opisthokonta,Eumetazoa,Opisthokonta
P59090,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,None
P07305,Opisthokonta,Opisthokonta,Eumetazoa,Opisthokonta,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
Q5XLA6,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Eumetazoa,Mammalia
P50914,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Euk_Archaea
O15120,Euk+Bac,Opisthokonta,Vertebrata,Euk+Bac,Vertebrata,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac
Q99708,Eukaryota,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9BSW2,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
O60508,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Euk+Bac
Q8NI36,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Cellular_organisms,Euk+Bac
P29144,Euk+Bac,Euk+Bac,Eukaryota,Opisthokonta,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Opisthokonta,Euk+Bac
Q96ME7,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa
P26599,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q2M2I5,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
O75478,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
O95568,Eukaryota,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac
P16591,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P40305,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,None,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Vertebrata,Mammalia
A6NCW3,None,None,None,None,None,None,None,None,None,Mammalia,None,None,None
Q9H5F2,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa
Q3LI63,Mammalia,Mammalia,Eumetazoa,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Eumetazoa,None,Mammalia,None
Q8TBX8,Vertebrata,Eukaryota,Eukaryota,Vertebrata,Vertebrata,Opisthokonta,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8NH40,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Vertebrata
Q8NFF2,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Euk_Archaea,Cellular_organisms,Eukaryota,Eukaryota,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q6ZMW2,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eumetazoa,None,Mammalia,Eukaryota,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota
A6NFY4,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa
Q9BSJ6,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata
Q02763,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Opisthokonta,Eukaryota,None,Opisthokonta,Eukaryota,Eukaryota
O75019,Mammalia,Mammalia,Mammalia,None,None,Mammalia,None,Vertebrata,Vertebrata,Vertebrata,Mammalia,Vertebrata,Eumetazoa
P20336,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q9Y4E5,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
O95373,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P20151,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Euk+Bac,Euk+Bac,Eumetazoa,Eumetazoa,Opisthokonta
Q5JS54,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,None,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,None,Eumetazoa,Eumetazoa
Q8NFF5,Cellular_organisms,Euk+Bac,Eumetazoa,Eumetazoa,Eukaryota,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Eukaryota,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q06323,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9NXE8,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta
Q7Z7A4,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta
Q8N7P1,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q7Z4S9,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Mammalia
Q6ZQR2,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,None,Eumetazoa,Opisthokonta,Eumetazoa,Eukaryota,Opisthokonta,None,Eumetazoa,Eumetazoa
Q9Y466,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9GZP4,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q96KB5,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Eukaryota,Eumetazoa
O14519,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9ULV8,Mammalia,Eumetazoa,Eumetazoa,Opisthokonta,Mammalia,Eukaryota,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eumetazoa,Opisthokonta
Q8TAF5,None,Mammalia,Mammalia,None,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
Q8N0S2,Mammalia,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk_Archaea,Euk_Archaea
P47901,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,None,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q8IYL9,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa
Q9GZZ9,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Cellular_organisms,Cellular_organisms,Eukaryota,Eukaryota
Q9HBT6,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa
Q701N4,None,None,Eumetazoa,Eumetazoa,None,None,None,None,None,Euk+Bac,Vertebrata,Eukaryota,None
P05120,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Cellular_organisms,Euk_Archaea,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac
O95684,Eukaryota,Eukaryota,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q502X0,Eukaryota,Eumetazoa,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Euk+Bac,Euk+Bac,Euk+Bac
Q86UY6,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q8N9H8,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
P15086,Vertebrata,Euk+Bac,Eumetazoa,Opisthokonta,Vertebrata,Eumetazoa,Eumetazoa,Cellular_organisms,Opisthokonta,Cellular_organisms,Cellular_organisms,Euk+Bac,Euk+Bac
Q70IA6,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta
Q5JT25,Mammalia,Mammalia,Eukaryota,Mammalia,Mammalia,Mammalia,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q96GR2,Eumetazoa,Euk+Bac,Vertebrata,Euk+Bac,Vertebrata,Cellular_organisms,Euk+Bac,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac,Euk+Bac
Q14683,Eumetazoa,Euk_Archaea,Eukaryota,Euk+Bac,Eukaryota,Cellular_organisms,Eukaryota,Cellular_organisms,Eukaryota,None,Cellular_organisms,Cellular_organisms,Euk_Archaea
Q8NF37,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P58304,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eukaryota,Eukaryota,Eumetazoa,Eukaryota
A8MVG2,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,Mammalia,None,Mammalia,Vertebrata,Mammalia,Vertebrata,Eumetazoa,Eumetazoa
