,mean,variance,outliers
Q6ZW33,5.92307692308,36.0769230769,Hieranoid_2
O75564,12.0769230769,144.576923077,
Q96RT8,13.2307692308,31.0256410256,
P98194,19.1538461538,221.641025641,
Q9HBX8,12.3846153846,183.08974359,PhylomeDB
Q9NVN3,6.92307692308,42.7435897436,InParanoidCore
Q8TD23,5.38461538462,74.9230769231,Hieranoid_2
Q86VP6,8.0,11.6666666667,InParanoidCore
P30825,27.2307692308,254.025641026,
Q9UMR7,7.53846153846,55.4358974359,PhylomeDB
ENSP00000415477,1.76923076923,6.19230769231,PhylomeDB
Q3BBV0,3.92307692308,53.2435897436,Metaphors
Q9Y2G1,10.4615384615,56.4358974359,
Q69YN2,5.07692307692,3.41025641026,OMA_Groups
Q9H8S5,6.0,107.166666667,PhylomeDB
Q9UK61,5.84615384615,14.3076923077,PANTHER8_all
Q5SXM1,5.69230769231,71.7307692308,Hieranoid_2
O95947,4.53846153846,8.76923076923,
Q9C0K0,4.15384615385,14.9743589744,PANTHER8_all
P04114,9.23076923077,142.192307692,RSD
P09758,3.38461538462,51.4230769231,PANTHER8_all
Q9H6B4,2.61538461538,20.7564102564,PANTHER8_all
Q99569,3.23076923077,37.358974359,RSD
P04201,2.0,6.0,Metaphors PhylomeDB
O95231,9.76923076923,51.0256410256,
Q9BZW4,5.76923076923,15.0256410256,
Q9NY47,9.61538461538,114.423076923,PANTHER8_all
Q9BX79,6.30769230769,10.2307692308,
O15432,9.69230769231,75.7307692308,
Q8IXK2,9.84615384615,301.474358974,RSD
Q9BVX2,6.69230769231,13.7307692308,
Q8NFG4,12.6153846154,6.08974358974,
C9J3I9,1.0,0.0,
Q5T2N8,15.9230769231,193.743589744,
ENSP00000298708,0.846153846154,0.141025641026,
Q96CD2,19.4615384615,146.935897436,
P50995,13.3076923077,102.730769231,
Q8NA19,8.15384615385,20.641025641,PANTHER8_all
P09467,21.0,212.5,
P15407,5.92307692308,19.2435897436,PANTHER8_all
Q9BY67,1.23076923077,2.52564102564,
Q53FT3,8.38461538462,5.25641025641,OMA_Groups
P27487,30.7692307692,238.358974359,
O15360,6.53846153846,6.76923076923,
Q8TB40,22.8461538462,137.474358974,
Q8IZV5,23.0,267.833333333,
Q13574,10.8461538462,54.8076923077,
Q6DHV7,26.9230769231,140.243589744,
Q14410,18.6153846154,339.923076923,RSD
O76064,14.9230769231,52.2435897436,
Q4G0N4,20.6153846154,376.423076923,
Q13442,13.9230769231,23.7435897436,
P26358,27.6923076923,244.397435897,
Q5VT06,8.30769230769,14.3974358974,Metaphors
Q7KZI7,17.3846153846,107.08974359,Metaphors
Q9UKV8,8.23076923077,13.858974359,
Q99541,3.15384615385,12.8076923077,PANTHER8_all
A6NJ78,26.7692307692,45.6923076923,PhylomeDB
Q494X1,0.230769230769,0.192307692308,
O75954,6.23076923077,35.0256410256,Hieranoid_2
Q9Y6G3,7.0,4.33333333333,
Q9Y4K0,7.30769230769,184.730769231,RSD
O43711,5.84615384615,24.9743589744,Metaphors
Q04206,3.07692307692,6.07692307692,
P35325,1.84615384615,7.64102564103,PANTHER8_all
ENSP00000383838,0.769230769231,0.192307692308,
Q9NRK6,25.6923076923,128.064102564,
O95406,9.76923076923,31.1923076923,
P36915,19.9230769231,78.2435897436,PhylomeDB
O14960,8.61538461538,26.5897435897,PANTHER8_LDO PANTHER8_all
Q9NSV4,11.4615384615,68.7692307692,
Q9BU70,30.2307692308,252.358974359,
P29966,7.07692307692,148.41025641,OMA_Pairs
P11274,6.23076923077,27.1923076923,EggNOG
P21918,6.69230769231,36.2307692308,PANTHER8_all
Q96AW1,3.07692307692,1.57692307692,
Q9Y463,16.4615384615,96.7692307692,
Q6ZRU5,0.384615384615,0.25641025641,
Q8IXP5,1.53846153846,3.76923076923,EggNOG
P26373,6.0,29.3333333333,OMA_Groups
Q6ZSR3,0.384615384615,0.25641025641,
O43854,8.0,40.0,
P62487,6.76923076923,23.858974359,PhylomeDB
Q9P2X8,0.384615384615,0.25641025641,
Q5EG05,3.84615384615,26.141025641,
P35318,0.153846153846,0.141025641026,
Q96L94,4.92307692308,20.7435897436,PhylomeDB
P51508,9.53846153846,90.6025641026,
O43488,26.0769230769,295.91025641,
O95922,18.5384615385,7.26923076923,
Q96EG3,7.84615384615,103.474358974,Hieranoid_2
P55345,19.3076923077,148.064102564,PhylomeDB
Q7L4I2,6.23076923077,30.0256410256,OMA_Pairs Metaphors
Q86WK6,5.61538461538,49.2564102564,RSD
Q8NGK6,3.23076923077,6.69230769231,OMA_Groups
Q8NH02,1.84615384615,3.14102564103,Hieranoid_2
P13671,4.07692307692,38.7435897436,InParanoidCore
Q96RS6,6.07692307692,24.0769230769,
Q96BT7,11.4615384615,73.6025641026,RSD
Q9P283,4.23076923077,4.52564102564,InParanoidCore
P51608,5.38461538462,61.9230769231,InParanoid
Q6P1M0,27.8461538462,257.141025641,
Q86UC2,16.4615384615,48.4358974359,
Q08J23,10.5384615385,97.9358974359,InParanoid
Q6ZVM7,9.53846153846,40.6025641026,OMA_Pairs
P46597,43.3846153846,177.58974359,
Q96RQ9,44.6923076923,213.730769231,
Q9Y6G9,9.53846153846,32.9358974359,
Q9H7Z7,16.2307692308,6.85897435897,OMA_Groups
Q8IUR0,6.61538461538,4.75641025641,
Q6ZMY6,16.5384615385,326.435897436,
Q9Y4R7,13.4615384615,53.9358974359,
P04899,6.84615384615,39.141025641,OMA_Groups
P68543,8.61538461538,93.2564102564,
O43776,20.3846153846,90.5897435897,
O75791,4.15384615385,40.641025641,Metaphors PhylomeDB
Q9ULS5,3.69230769231,31.0641025641,PhylomeDB
Q9Y2G4,14.0769230769,193.41025641,PhylomeDB
O15266,11.4615384615,63.6025641026,
Q7Z3S7,10.4615384615,248.269230769,RSD
Q12929,5.23076923077,3.52564102564,
P51114,3.15384615385,6.64102564103,OMA_Pairs
P23276,18.1538461538,509.641025641,
Q13243,11.1538461538,43.4743589744,
Q5TDH0,8.76923076923,37.6923076923,
Q9BZW8,2.53846153846,7.76923076923,PANTHER8_all
Q6ZVL8,0.384615384615,0.25641025641,
Q8N1E6,14.4615384615,102.769230769,PANTHER8_all
Q9H869,5.0,27.1666666667,PANTHER8_all
Q13296,2.0,2.0,
P33176,11.6923076923,91.2307692308,
ENSP00000382036,0.384615384615,0.25641025641,
P35268,7.69230769231,27.5641025641,OMA_Pairs
Q969M2,1.38461538462,1.25641025641,
Q99689,1.53846153846,3.26923076923,RSD
P01625,10.3846153846,99.5897435897,
P33764,3.84615384615,65.9743589744,PANTHER8_all PhylomeDB
ENSP00000390918,8.30769230769,58.7307692308,
Q8N1F1,0.384615384615,0.25641025641,
Q92506,25.6153846154,103.08974359,InParanoidCore
Q96MU6,6.07692307692,79.5769230769,Hieranoid_2
Q8N112,1.0,0.0,
A2RUB1,4.38461538462,13.2564102564,
Q9Y3D2,33.9230769231,244.91025641,
Q9NQ32,2.46153846154,2.4358974359,
Q86X52,8.46153846154,37.7692307692,RSD
Q9BR01,11.7692307692,275.692307692,Hieranoid_2
P61970,7.46153846154,26.9358974359,EggNOG
P42677,8.0,30.0,
Q3I5F7,4.15384615385,7.47435897436,
P62312,10.4615384615,21.2692307692,
Q9Y286,3.15384615385,11.641025641,
Q04759,11.0769230769,130.743589744,Hieranoid_2
O95932,4.23076923077,7.85897435897,
Q3ZCM7,10.9230769231,162.576923077,
P63027,12.9230769231,53.7435897436,EnsemblCompara_v2
Q5SVJ3,0.0769230769231,0.0769230769231,
O60296,5.0,17.1666666667,PANTHER8_all
Q5T1A1,5.84615384615,0.641025641026,
Q13207,4.84615384615,3.30769230769,
P59536,2.07692307692,10.5769230769,PhylomeDB
P13535,9.46153846154,115.269230769,Hieranoid_2
P55771,4.23076923077,15.0256410256,PANTHER8_all
Q9BWM5,8.0,93.3333333333,Hieranoid_2
B5MDG6,2.76923076923,14.0256410256,Metaphors
P13688,4.15384615385,11.4743589744,PhylomeDB
Q9GIY3,1.0,0.0,
O14944,0.692307692308,1.73076923077,
P56937,18.8461538462,145.141025641,
Q658T7,1.0,0.5,
O15554,15.6153846154,160.58974359,
Q16552,1.69230769231,8.39743589744,EnsemblCompara_v2
Q96HH6,31.2307692308,97.358974359,
O14907,5.07692307692,2.57692307692,
O15519,1.92307692308,3.24358974359,Metaphors
P21802,6.07692307692,25.5769230769,PhylomeDB
Q9BXN2,3.92307692308,46.7435897436,PhylomeDB
O60551,7.46153846154,38.4358974359,
Q01118,11.2307692308,140.858974359,
Q6IBW4,22.5384615385,7.4358974359,OMA_Groups
Q9H4B6,1.92307692308,1.57692307692,
P62068,10.0769230769,65.7435897436,
Q9H8N7,5.92307692308,11.5769230769,
Q7Z570,8.46153846154,61.4358974359,
Q99259,24.3846153846,251.756410256,
O75911,30.5384615385,336.935897436,
Q14807,17.7692307692,88.858974359,RSD
Q6X4W1,2.92307692308,5.41025641026,InParanoid
Q7Z624,15.0769230769,28.7435897436,
Q86V35,9.92307692308,246.41025641,RSD
P48147,34.6923076923,10.0641025641,
Q01650,27.3846153846,234.58974359,
P13637,27.0,332.0,
Q6ZVQ6,0.307692307692,0.230769230769,
P55854,10.7692307692,71.858974359,
Q96J65,14.3846153846,174.58974359,PhylomeDB
Q9UK45,9.30769230769,14.0641025641,OMA_Pairs
Q8TAF3,11.3846153846,120.58974359,PhylomeDB
Q9BQS6,5.76923076923,111.525641026,PANTHER8_all
Q9Y619,9.0,56.8333333333,
Q15637,13.0,10.3333333333,OMA_Groups
Q92979,9.07692307692,5.24358974359,OMA_Pairs
P54368,2.69230769231,8.5641025641,EnsemblCompara_v2
Q9NXR7,16.6153846154,48.4230769231,
Q6P5S7,5.92307692308,1.91025641026,
Q9Y2P4,22.9230769231,377.91025641,
Q5MJ09,0.923076923077,9.24358974359,PANTHER8_all
Q13621,20.0,118.666666667,
P05154,20.2307692308,579.192307692,
Q86TH1,3.38461538462,21.7564102564,EnsemblCompara_v2
Q9H497,9.69230769231,231.730769231,Metaphors PhylomeDB
P43003,28.3076923077,424.230769231,
P43146,7.69230769231,26.2307692308,PhylomeDB
Q15878,5.84615384615,42.3076923077,EnsemblCompara_v2
O95461,11.0,40.6666666667,
P05386,12.6153846154,49.5897435897,
Q96Q89,15.9230769231,89.9102564103,
ENSP00000407221,3.23076923077,17.6923076923,
P01009,18.7692307692,520.858974359,
P12319,2.38461538462,9.58974358974,Hieranoid_2
Q96G04,13.7692307692,153.858974359,PhylomeDB
P25024,4.46153846154,15.4358974359,
Q8IXV7,22.2307692308,146.692307692,EnsemblCompara_v2
Q6ZRS2,15.1538461538,220.141025641,PhylomeDB
Q9Y5K1,10.6923076923,35.5641025641,OMA_Groups
Q6ZWE6,11.2307692308,81.6923076923,
Q8TEM1,15.4615384615,34.6025641026,
Q9UIF3,5.69230769231,37.0641025641,Metaphors PhylomeDB
O43248,5.69230769231,37.7307692308,Metaphors
Q14687,4.92307692308,15.4102564103,EnsemblCompara_v2
O95388,2.15384615385,5.14102564103,
Q8NA75,13.0,160.666666667,
Q9H2W6,9.38461538462,28.0897435897,EggNOG
P08590,8.38461538462,179.58974359,Hieranoid_2
Q9UKB1,11.8461538462,91.3076923077,PhylomeDB
Q5VZR2,1.0,1.33333333333,
Q9UJ55,7.53846153846,48.2692307692,
Q92670,3.76923076923,31.358974359,Metaphors
A0PJX8,1.0,0.0,
P10966,0.615384615385,0.25641025641,
P35414,4.07692307692,4.74358974359,Metaphors
Q99502,8.76923076923,54.0256410256,
O43761,3.0,28.5,PANTHER8_all
O60749,8.76923076923,72.0256410256,PhylomeDB
Q9UPM8,20.3076923077,10.5641025641,OMA_Groups
Q9HCN4,11.7692307692,41.6923076923,
P50222,5.84615384615,57.8076923077,Hieranoid_2
P38606,21.2307692308,38.6923076923,PhylomeDB
Q86UU9,1.38461538462,0.589743589744,
Q06495,30.6153846154,497.256410256,
A8MUP6,4.69230769231,6.73076923077,
O75298,10.0769230769,135.41025641,PANTHER8_all
Q8WWF8,19.8461538462,131.141025641,Hieranoid_2
Q9NTG1,5.92307692308,47.2435897436,PhylomeDB
A6NCN2,7.46153846154,119.102564103,Hieranoid_2
O95238,4.69230769231,2.23076923077,
Q96RG2,9.76923076923,27.1923076923,
Q7Z6G3,6.07692307692,11.7435897436,
Q96M93,8.92307692308,84.7435897436,
Q9Y5W3,6.69230769231,17.2307692308,
ENSP00000420800,7.53846153846,176.435897436,EnsemblCompara_v2
P14138,3.0,2.83333333333,
P30953,2.46153846154,5.26923076923,
Q9NR11,7.23076923077,117.025641026,Hieranoid_2
Q9H3Z4,16.1538461538,252.474358974,
Q9HCI7,5.38461538462,3.58974358974,
Q96G03,28.3076923077,111.397435897,
Q8TCW7,2.07692307692,7.57692307692,
Q12882,24.7692307692,102.525641026,
Q86VX9,8.23076923077,21.0256410256,OMA_Pairs
P57077,3.69230769231,35.2307692308,PANTHER8_all
Q3MIX3,30.7692307692,113.025641026,
Q6ZNG9,13.1538461538,430.307692308,PANTHER8_LDO PANTHER8_all
Q9NTJ3,12.4615384615,80.6025641026,
Q6ZRI6,2.0,2.5,
Q9H244,1.38461538462,5.42307692308,
Q5VTB9,8.46153846154,55.7692307692,EggNOG
Q9H2C2,11.3076923077,5.73076923077,
A6NL26,4.30769230769,6.39743589744,OMA_Groups
Q96HU1,6.15384615385,38.9743589744,EnsemblCompara_v2
Q9P126,5.38461538462,41.0897435897,PhylomeDB
Q8TCQ9,0.230769230769,0.192307692308,
Q4G112,6.84615384615,37.3076923077,InParanoid
A2CJ06,9.76923076923,24.1923076923,
Q9UKK3,35.4615384615,342.602564103,
Q15399,11.4615384615,200.935897436,PhylomeDB
Q8WZ73,10.9230769231,55.0769230769,
O43808,9.38461538462,7.92307692308,
Q8N9G5,0.384615384615,0.25641025641,
Q15057,10.8461538462,42.8076923077,
P46977,16.3076923077,20.8974358974,
Q4VXU2,9.69230769231,103.730769231,PANTHER8_all
P41134,5.53846153846,36.4358974359,Hieranoid_2
Q99788,5.07692307692,2.24358974359,
ENSP00000406521,0.615384615385,0.25641025641,
Q9UI10,9.76923076923,34.858974359,Orthoinspector
P53582,20.0769230769,136.743589744,
Q8NDQ6,6.46153846154,97.9358974359,Hieranoid_2
P07741,19.6923076923,55.7307692308,PhylomeDB
O14604,4.0,26.8333333333,PhylomeDB
A8MZ97,1.92307692308,0.576923076923,
Q9NYV9,2.53846153846,15.6025641026,PhylomeDB
P05305,0.923076923077,0.576923076923,
P56706,5.46153846154,5.76923076923,
Q6TCH7,15.6153846154,209.256410256,
Q9H270,5.76923076923,14.358974359,OMA_Groups
Q05315,6.15384615385,40.3076923077,PANTHER8_all
Q96GS4,3.84615384615,32.141025641,Hieranoid_2
Q5VYS8,13.3846153846,43.5897435897,
P15391,0.615384615385,0.25641025641,
Q6ZWJ8,11.6153846154,208.58974359,PANTHER8_all
O75031,7.76923076923,3.85897435897,
A6NH13,0.692307692308,0.230769230769,
Q9NUR3,4.76923076923,3.69230769231,
P51153,16.6153846154,89.0897435897,
O43361,6.53846153846,93.9358974359,Hieranoid_2
P51677,3.84615384615,24.8076923077,Hieranoid_2
Q96EY8,35.2307692308,81.0256410256,
Q7Z6J0,4.92307692308,28.2435897436,RSD
Q8TEP8,9.07692307692,23.9102564103,
O75969,0.230769230769,0.358974358974,
Q5JSJ4,11.0769230769,44.9102564103,
Q8TAM6,1.46153846154,4.4358974359,PANTHER8_all
Q9NS82,18.7692307692,311.358974359,
Q12908,35.3076923077,328.564102564,
Q15004,3.92307692308,1.74358974359,
Q9H2X0,7.15384615385,174.641025641,PANTHER8_all
Q9BWQ8,16.5384615385,206.102564103,
Q7L5L3,36.9230769231,279.243589744,
P38919,15.3846153846,162.256410256,EggNOG
Q8NCX0,17.0769230769,253.576923077,PhylomeDB
Q7Z6B7,8.61538461538,55.0897435897,
Q9BRG1,8.30769230769,0.897435897436,
Q9NUU7,12.4615384615,141.769230769,EnsemblCompara_v2
P46777,7.0,43.8333333333,Metaphors
Q9Y225,15.6923076923,89.0641025641,
O95772,2.07692307692,2.07692307692,
A8MYZ6,8.92307692308,30.0769230769,Hieranoid_2
ENSP00000390815,2.53846153846,14.1025641026,EnsemblCompara_v2 PANTHER8_all
Q9BYR6,5.84615384615,266.974358974,PhylomeDB
P30301,20.0,238.0,
Q969H0,9.69230769231,143.397435897,Hieranoid_2 PhylomeDB
P15313,20.6153846154,254.58974359,OMA_Groups
Q9NYJ8,2.84615384615,5.80769230769,
A6NCL7,7.07692307692,64.0769230769,
P78560,4.07692307692,6.07692307692,
Q13733,26.0769230769,367.243589744,
A6NNS2,17.0,354.833333333,
P27694,6.84615384615,17.141025641,
P98153,2.23076923077,3.19230769231,
P56746,1.76923076923,1.69230769231,
Q96Q35,9.38461538462,3.42307692308,
Q16644,11.3076923077,193.897435897,Hieranoid_2
Q96DG6,31.6153846154,180.58974359,
Q86T90,5.53846153846,51.7692307692,RSD
Q08945,9.38461538462,12.5897435897,
P51854,29.4615384615,470.769230769,
Q9P127,15.8461538462,362.807692308,PANTHER8_LDO PANTHER8_all
P31260,6.23076923077,25.6923076923,PhylomeDB
Q12879,8.0,121.333333333,PANTHER8_all
O14976,15.3076923077,92.0641025641,Metaphors
A6NF36,2.53846153846,0.769230769231,
Q8NFU5,13.1538461538,29.141025641,
Q96EH5,14.8461538462,179.974358974,RSD
ENSP00000403159,7.46153846154,97.7692307692,
Q7L311,3.53846153846,13.4358974359,EggNOG
P58511,2.46153846154,2.60256410256,
P29474,22.5384615385,532.602564103,
Q8IXH6,7.46153846154,11.4358974359,
Q9NVK5,5.38461538462,43.9230769231,PhylomeDB
Q9NVX0,5.84615384615,27.141025641,Hieranoid_2
Q13164,17.3846153846,191.08974359,OMA_Pairs
Q15274,23.6153846154,39.9230769231,
Q8WW43,16.1538461538,93.9743589744,
P12829,9.07692307692,169.243589744,Hieranoid_2
Q8IYK8,7.23076923077,57.6923076923,
Q9Y3B8,32.3076923077,3.89743589744,
Q9NZV6,13.6923076923,206.564102564,
Q05481,8.15384615385,51.3076923077,
P56589,10.3846153846,17.9230769231,
Q96MZ0,16.2307692308,181.858974359,PANTHER8_all
Q6P7N7,2.38461538462,1.58974358974,
P46976,10.0769230769,44.0769230769,EnsemblCompara_v2
O94875,7.0,16.3333333333,
Q9HC98,22.1538461538,495.307692308,
Q96DH6,14.9230769231,92.4102564103,PANTHER8_all
Q8WYB5,11.9230769231,49.5769230769,
Q7Z2D5,7.84615384615,63.3076923077,
Q5JYT7,7.15384615385,15.8076923077,
Q6ZUX7,3.38461538462,0.75641025641,
Q8WV44,6.92307692308,196.41025641,PANTHER8_all
Q9UMS0,27.5384615385,62.4358974359,
Q96BU1,2.30769230769,5.23076923077,
Q99598,13.3846153846,70.7564102564,PANTHER8_LDO PANTHER8_all
Q7Z5D8,1.76923076923,5.35897435897,
P42356,11.6153846154,35.4230769231,RSD
O60218,23.7692307692,371.525641026,
Q7Z6I5,0.307692307692,0.230769230769,
A6QL64,6.92307692308,311.576923077,OMA_Groups
P37023,7.53846153846,33.2692307692,
O00499,7.0,30.6666666667,PhylomeDB
Q13637,19.4615384615,68.6025641026,PANTHER8_all
Q9NX70,5.53846153846,4.76923076923,
Q96FX7,19.6153846154,82.5897435897,
Q9ULE4,17.9230769231,219.243589744,PhylomeDB
Q8IZ40,9.69230769231,53.2307692308,RSD
Q14BN4,11.7692307692,256.858974359,OMA_Pairs PhylomeDB
Q9ULX5,8.30769230769,105.564102564,InParanoid
Q9UBN6,2.84615384615,24.641025641,Metaphors
Q8NB91,2.0,0.5,
Q68D42,0.0769230769231,0.0769230769231,
P57055,5.46153846154,15.2692307692,
Q13310,13.9230769231,122.91025641,
Q96B26,14.9230769231,28.2435897436,
Q8N7Z5,16.0,220.666666667,
Q9UL51,10.8461538462,90.141025641,
O43663,11.9230769231,28.9102564103,OMA_Groups
Q7Z6I8,1.53846153846,1.9358974359,
Q5TA79,2.30769230769,8.89743589744,PANTHER8_all
Q8IYN2,0.923076923077,4.07692307692,PANTHER8_all
Q9H1K1,19.5384615385,38.4358974359,
P07942,8.53846153846,118.935897436,RSD
Q96KS9,4.07692307692,7.91025641026,
Q5MCW4,9.0,68.8333333333,Hieranoid_2
Q8NGC4,1.84615384615,1.64102564103,
P32004,3.69230769231,4.39743589744,EnsemblCompara_v2
O14880,20.0,128.833333333,
Q6J272,2.38461538462,12.4230769231,InParanoid
Q8NH07,4.53846153846,13.9358974359,PhylomeDB
Q9NZS2,6.0,22.8333333333,
Q9HCS4,4.84615384615,44.8076923077,RSD
Q9NV44,0.384615384615,0.25641025641,
Q8N7B6,13.0,46.5,
Q96I25,10.2307692308,12.1923076923,
Q96CX6,14.0769230769,295.076923077,
Q03468,16.7692307692,61.858974359,Metaphors
O00748,21.3076923077,369.230769231,
ENSP00000402962,0.384615384615,0.25641025641,
Q8NDW8,18.6153846154,140.08974359,
Q5CZA5,9.0,98.6666666667,Hieranoid_2
Q9H9L7,5.46153846154,37.2692307692,RSD
O95487,6.0,24.3333333333,
O94973,7.92307692308,34.4102564103,OMA_Groups
Q9NZ81,5.46153846154,241.102564103,OMA_Pairs
Q8N1Q8,20.6923076923,538.564102564,
O43715,14.3846153846,13.7564102564,
P60002,8.15384615385,7.14102564103,
P84098,5.76923076923,8.35897435897,
Q9Y5N5,18.9230769231,41.4102564103,
Q8N7A1,18.2307692308,228.358974359,PhylomeDB
Q9ULX9,4.0,9.83333333333,
Q9NVU0,10.6923076923,13.7307692308,
Q5VU97,10.4615384615,216.435897436,RSD
Q9UKV5,13.8461538462,12.641025641,
P49590,20.3846153846,350.923076923,
O96005,14.1538461538,11.3076923077,
Q9BQ66,13.6923076923,330.564102564,PhylomeDB
Q9H4E5,3.23076923077,35.5256410256,EnsemblCompara_v2
Q9Y2B1,5.69230769231,0.730769230769,
Q9H825,11.6153846154,65.7564102564,
Q96QF7,16.0,40.5,
O43660,13.6153846154,159.423076923,
P21781,3.0,7.0,
Q9UEE5,19.0,278.0,
ENSP00000339493,1.69230769231,6.23076923077,Metaphors
Q96A70,19.7692307692,318.525641026,
P25067,8.69230769231,111.230769231,PANTHER8_all
P35228,22.0,371.166666667,
P24394,1.61538461538,1.92307692308,
A0A0A0MR89,1.69230769231,3.23076923077,PhylomeDB
P56270,7.84615384615,27.141025641,
P0C7W8,1.15384615385,1.30769230769,
Q8N9N5,6.07692307692,7.24358974359,
Q9UHN6,27.9230769231,427.743589744,
P52292,12.4615384615,80.6025641026,
Q8NEQ5,1.69230769231,0.230769230769,
P78508,24.0,583.833333333,
P18463,2.38461538462,4.08974358974,RSD
Q5VYJ5,10.4615384615,14.1025641026,
Q9GZL7,10.0,36.8333333333,PhylomeDB
Q6MZM9,5.15384615385,271.807692308,EnsemblCompara_v2
Q8NHH1,9.61538461538,69.9230769231,
O14841,27.7692307692,13.858974359,
Q9H307,17.1538461538,116.807692308,OMA_Pairs
Q32MH5,8.69230769231,50.7307692308,
Q8IV16,2.15384615385,1.47435897436,
Q9HA38,5.23076923077,33.358974359,PhylomeDB
Q9UFP1,1.38461538462,4.75641025641,PANTHER8_all
P15884,4.07692307692,7.24358974359,
Q9HCJ0,5.15384615385,28.8076923077,OMA_Pairs
P51679,3.0,22.8333333333,Hieranoid_2
Q8NH43,2.07692307692,3.07692307692,Hieranoid_2
Q969T4,13.8461538462,67.8076923077,
Q99445,1.0,0.166666666667,
ENSP00000391959,1.30769230769,1.23076923077,
Q8N661,26.6923076923,605.564102564,
Q8NDG6,12.3076923077,115.397435897,PANTHER8_all
Q53GA4,3.30769230769,0.230769230769,
P68871,5.61538461538,31.7564102564,PhylomeDB
P34982,2.84615384615,5.97435897436,Hieranoid_2
O95965,5.07692307692,90.5769230769,InParanoidCore Hieranoid_2
O43760,4.53846153846,22.7692307692,PANTHER8_all
Q8NET5,1.30769230769,0.730769230769,
Q92609,12.9230769231,35.9102564103,Hieranoid_2
Q6IQ55,17.6923076923,83.2307692308,
Q5JRA6,7.30769230769,65.8974358974,PhylomeDB
O75525,7.84615384615,44.641025641,
P42345,5.23076923077,6.19230769231,
Q9NW82,12.6153846154,80.4230769231,Metaphors PhylomeDB
Q96A58,11.0769230769,69.5769230769,
O75077,4.61538461538,26.7564102564,Metaphors PhylomeDB
Q14CW9,10.9230769231,38.7435897436,
Q96FV0,11.3076923077,150.230769231,PANTHER8_all
P54259,8.92307692308,211.41025641,EnsemblCompara_v2
Q8IWV1,0.0769230769231,0.0769230769231,
Q8TBZ3,10.3846153846,18.9230769231,
ENSP00000389725,0.923076923077,0.0769230769231,
Q8IYS2,2.53846153846,2.4358974359,
Q9NTU7,0.230769230769,0.358974358974,
Q5T4I8,2.76923076923,8.02564102564,Metaphors
P31213,23.4615384615,377.935897436,
Q96AY2,10.2307692308,44.358974359,
Q8NG06,11.0769230769,231.243589744,PANTHER8_all
H9KV56,4.30769230769,10.8974358974,RSD
Q6UXQ4,5.61538461538,46.9230769231,PANTHER8_LDO PANTHER8_all
Q9H8T0,15.2307692308,115.192307692,PANTHER8_all
Q7Z699,5.07692307692,30.9102564103,EnsemblCompara_v2
Q8IXZ2,10.6153846154,37.2564102564,
P35579,12.0,173.666666667,PhylomeDB
Q9NZI6,6.46153846154,26.6025641026,EnsemblCompara_v2
Q92600,4.38461538462,5.25641025641,OMA_Groups
Q8N9Z0,6.76923076923,106.525641026,Hieranoid_2
Q8WY50,2.30769230769,22.2307692308,EnsemblCompara_v2
Q8N4Y2,5.23076923077,10.6923076923,
P00747,7.15384615385,59.641025641,EnsemblCompara_v2
Q13444,6.69230769231,19.8974358974,
O00750,14.7692307692,75.858974359,
Q9NPH9,3.76923076923,0.692307692308,
O75155,10.6923076923,89.3974358974,
O60244,8.15384615385,13.4743589744,Hieranoid_2
P19971,43.3846153846,1.42307692308,
Q5U649,0.692307692308,0.230769230769,
Q3KNT9,1.23076923077,0.192307692308,
Q9HB09,2.46153846154,6.10256410256,
P55209,8.46153846154,47.1025641026,EnsemblCompara_v2
Q14318,16.4615384615,249.435897436,PhylomeDB
Q12792,9.53846153846,27.2692307692,OMA_Pairs
Q8NGZ4,5.30769230769,2.89743589744,
Q68DE3,9.92307692308,316.576923077,PANTHER8_LDO PANTHER8_all
P50454,14.5384615385,465.269230769,
Q14093,7.76923076923,281.858974359,EnsemblCompara_v2
P01040,12.3076923077,76.5641025641,
A1L3X0,11.3846153846,69.0897435897,
Q12791,17.3076923077,98.3974358974,RSD
Q8IYT2,10.6923076923,60.8974358974,
Q8IX21,4.92307692308,7.57692307692,
Q9UIU6,8.69230769231,67.8974358974,PhylomeDB
Q9UJT9,14.6923076923,94.2307692308,PANTHER8_all
Q96NY9,6.76923076923,4.35897435897,OMA_Groups
Q9UFV3,0.384615384615,0.25641025641,
Q14938,4.38461538462,9.42307692308,EggNOG
O00445,8.38461538462,89.4230769231,Hieranoid_2
P78347,2.07692307692,43.7435897436,Metaphors
Q9Y2H9,15.0,170.166666667,Hieranoid_2
Q9BYJ1,23.6153846154,358.423076923,
Q96CQ1,7.53846153846,22.7692307692,OMA_Pairs
Q969E3,1.15384615385,0.141025641026,
Q5T7M9,2.61538461538,3.42307692308,
A8MVA2,11.0769230769,327.243589744,PhylomeDB
Q9HCU9,8.92307692308,36.7435897436,
Q53RT3,12.9230769231,361.41025641,PANTHER8_LDO PANTHER8_all
A8MUV8,5.15384615385,93.9743589744,Hieranoid_2
P59090,0.307692307692,0.230769230769,
P07305,13.2307692308,22.1923076923,
Q5XLA6,3.07692307692,8.24358974359,Metaphors
P50914,7.23076923077,25.358974359,OMA_Groups
O15120,25.2307692308,298.525641026,
Q99708,17.9230769231,119.243589744,
Q9BSW2,4.46153846154,6.9358974359,
O60508,6.61538461538,74.2564102564,Hieranoid_2 PhylomeDB
