,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
P07199,80,112,22,80,22,34,112,112,119,80,119,80,119
Q9P2C4,84,84,54,119,119,119,119,55,119,84,119,84,84
Q96PU8,55,55,37,37,119,112,80,112,112,112,119,112,112
O75690,None,None,12,119,12,None,None,None,None,131,27,112,None
P36952,27,27,54,27,27,27,54,54,131,131,131,131,131
P16260,112,58,112,119,119,112,112,119,80,119,119,119,112
Q9N2K0,None,None,12,None,12,12,None,26,12,26,34,12,12
Q9BSM1,55,55,55,55,112,112,112,112,112,112,112,112,58
Q96GL9,34,26,26,26,34,34,34,34,34,34,34,26,26
Q13616,84,112,84,84,84,119,119,119,119,119,119,119,84
Q9Y6Z2,1,1,1,1,None,1,None,1,1,1,None,1,None
P11766,131,131,131,131,112,131,131,131,131,112,131,131,112
Q8N743,None,None,18,None,None,12,None,18,26,26,18,54,34
P48788,27,54,34,27,34,54,34,54,54,54,54,54,54
O15090,80,34,34,34,34,34,36,36,34,36,84,55,55
P00390,131,131,131,131,131,131,131,131,131,131,131,131,131
P53004,131,34,34,34,131,131,55,131,131,131,131,131,131
O94888,119,112,55,80,119,119,112,112,112,112,119,119,119
O75153,119,119,112,112,119,119,119,112,112,119,119,112,112
Q6IE37,None,None,None,None,None,None,None,26,131,None,131,80,131
A6ZKI3,None,18,18,None,None,18,None,18,27,18,None,18,27
P10075,18,18,18,18,18,18,None,18,119,37,58,80,80
O14777,112,112,112,112,112,112,112,112,112,112,112,112,124
Q9NZ32,84,55,84,84,84,84,84,84,84,119,124,119,119
Q96C36,21,27,131,119,131,131,131,131,131,131,131,131,131
Q9NRG0,112,54,37,54,119,112,55,112,54,112,119,119,119
Q6P3X3,119,119,84,119,119,131,119,119,119,119,119,119,119
ENSP00000413292,None,None,34,34,None,None,119,None,None,131,None,131,131
Q13509,26,26,80,54,34,26,None,119,119,119,119,None,None
Q9UET6,119,119,112,119,119,119,119,124,119,131,131,119,119
Q8TC56,18,37,18,18,18,18,None,22,18,18,131,22,18
Q9Y2I9,54,54,34,34,55,55,55,55,80,119,119,55,119
P04434,None,None,27,None,None,None,None,21,80,21,80,34,80
Q14134,27,119,27,27,131,119,27,27,27,34,131,84,55
Q8NH56,21,21,34,21,21,37,None,21,37,26,34,34,34
Q9UGP5,112,131,54,80,131,131,119,131,112,112,131,131,131
P31275,34,34,34,34,34,34,34,34,34,54,112,112,54
O43749,5,21,22,21,22,21,None,22,37,27,27,27,27
Q13112,119,119,112,80,119,119,119,119,112,119,119,124,131
Q9BRA2,112,55,55,55,112,112,112,55,112,112,112,119,119
O95319,34,34,84,54,54,54,36,119,112,112,119,119,119
Q86SM5,18,18,12,12,21,18,None,18,18,22,27,55,55
Q8N2G4,34,34,26,34,None,34,34,34,34,34,None,37,34
Q15155,None,None,84,None,131,112,119,119,112,119,131,119,119
ENSP00000398699,None,None,None,None,None,None,None,None,None,None,None,None,22
O96019,34,34,80,112,124,112,119,112,124,119,124,119,119
Q07283,12,12,22,131,None,55,None,18,22,131,None,112,None
Q7L099,34,54,37,54,34,55,58,58,84,58,131,119,131
P06744,131,131,131,131,119,131,131,131,131,131,131,131,131
Q96PI1,12,12,12,12,12,12,None,12,12,26,55,12,12
Q147U7,18,18,18,18,None,18,None,18,18,18,None,18,18
A6NI03,None,None,21,None,21,1,None,18,112,22,131,112,84
P35568,34,54,34,34,54,55,34,55,54,55,54,55,37
P51795,26,80,80,131,80,131,119,131,119,131,131,131,131
Q9NYP8,27,27,27,27,27,27,27,27,34,27,27,27,27
Q8IXL6,54,54,34,26,34,54,54,54,54,55,55,54,55
Q96CM8,131,131,80,131,131,131,131,131,131,131,131,84,84
Q13572,119,112,54,112,119,119,119,119,119,119,119,119,119
P63244,119,119,119,119,119,119,119,119,119,124,119,131,131
Q9NVZ3,34,80,80,119,34,119,112,119,119,119,119,119,119
Q7Z7J5,18,18,21,18,12,55,None,21,21,21,58,18,21
P01569,1,1,18,1,1,18,None,21,34,34,34,34,34
Q6UXB3,22,21,22,21,22,22,None,22,22,22,37,55,37
A8MQT2,1,1,5,112,1,1,None,1,1,34,54,119,131
Q9BXX3,1,1,1,1,5,5,None,12,55,54,54,119,112
Q9BYJ4,18,18,18,21,18,18,None,18,112,34,131,84,84
A8K5M9,26,26,26,26,26,26,None,26,26,26,34,26,26
Q8IZJ3,55,131,36,37,37,37,55,37,131,None,131,54,131
Q96D71,37,54,34,54,34,54,112,54,54,112,112,84,84
Q9NVM1,34,34,34,34,55,34,34,34,34,34,55,54,34
A0FGR8,34,55,55,54,34,80,112,112,112,112,119,112,119
Q9H2Y9,54,36,37,37,55,58,37,58,58,55,55,55,58
Q6UWT2,18,18,18,18,None,18,None,18,18,18,None,18,18
Q96B86,34,37,37,34,34,34,37,55,55,55,55,55,55
Q9BRQ3,112,112,112,112,112,112,112,112,112,112,112,112,112
Q8NBJ9,34,84,54,34,54,34,84,84,84,84,54,84,84
Q6DKI1,34,34,80,119,34,80,34,112,124,119,124,124,124
Q92610,34,34,34,54,18,34,34,37,34,55,80,55,37
Q9UBX5,34,34,34,54,34,34,37,34,34,55,55,84,119
A6NHM9,34,34,34,34,27,124,34,54,58,55,54,55,55
Q9Y2G2,26,27,34,34,37,26,34,34,34,None,119,34,80
O43278,54,34,34,34,34,54,34,34,55,58,131,54,55
Q03135,34,55,37,34,55,54,54,55,55,55,55,55,55
Q7Z3F1,58,55,55,58,58,131,58,58,58,58,131,131,131
Q9HC36,131,131,55,55,131,131,131,131,131,131,131,131,131
Q8WZA1,84,84,58,58,58,84,58,58,84,112,112,84,84
P05549,34,37,34,34,54,54,55,55,54,55,54,55,54
A1L443,None,None,12,None,None,1,None,22,22,22,21,22,22
Q96JP5,18,18,21,None,None,34,34,34,34,54,None,54,34
Q9Y6I0,None,None,None,None,None,21,None,None,26,54,None,None,54
Q7L0Q8,37,37,37,37,54,37,34,37,37,119,119,119,55
Q96H55,55,55,34,112,55,55,55,55,55,None,119,112,112
Q495D7,1,1,1,1,None,1,None,1,1,1,None,1,None
Q7Z7M9,37,34,21,22,37,37,37,37,34,None,131,58,37
Q99576,54,37,34,34,34,54,None,54,21,54,112,54,54
Q96HR9,27,112,34,112,119,119,112,119,119,112,119,112,112
Q9Y2Y6,54,54,54,54,54,54,54,54,54,54,54,54,54
Q658P3,34,26,37,34,131,131,131,131,112,37,131,131,131
P20042,119,119,84,112,119,124,124,124,119,124,124,124,124
Q96L91,54,54,37,54,34,34,119,119,112,None,131,112,54
Q8NGJ2,21,18,34,21,21,21,None,26,37,34,34,34,34
Q9UKR8,18,18,18,18,18,18,None,18,18,18,119,112,36
Q96QU1,54,54,34,54,5,54,54,54,37,None,55,58,131
Q96QD9,34,34,34,34,34,34,34,34,34,34,34,34,34
P04921,34,34,18,18,34,34,34,34,34,34,34,34,34
Q8N5P1,80,18,18,18,18,112,None,112,18,112,112,112,84
Q5SRN5,None,None,None,None,None,None,None,None,None,None,None,34,34
P01584,34,27,34,34,34,34,34,34,34,34,34,34,34
Q8WVJ9,34,54,34,37,55,54,55,55,55,55,55,55,55
Q6P1L5,34,55,27,34,55,55,55,55,55,55,55,55,55
P05019,34,34,27,27,34,36,34,34,54,34,54,36,36
Q99676,21,26,18,18,21,21,None,21,119,54,80,80,84
P48163,54,131,119,119,27,131,55,131,119,131,131,131,112
Q8WXS3,34,18,18,34,34,34,34,34,34,34,34,34,34
Q8N7P7,None,None,None,119,None,131,None,None,None,None,None,80,131
Q75N03,34,112,54,54,112,112,112,112,112,112,112,112,34
Q8IVD9,54,54,54,112,55,55,112,55,54,119,119,112,112
Q92800,34,54,34,54,58,112,112,112,112,80,119,112,119
O15303,22,22,34,22,34,54,54,55,55,55,112,55,84
Q9NZ43,84,55,55,112,80,112,55,55,80,55,80,112,112
Q86VV4,22,80,22,22,22,80,80,55,112,55,119,55,84
O15013,34,55,34,55,54,54,84,84,119,84,55,84,55
Q7Z2Z1,55,55,34,55,55,55,55,55,55,55,55,55,55
P26641,119,119,112,119,37,131,119,119,119,119,131,131,119
Q16821,80,80,26,22,34,37,26,80,34,55,80,55,26
ENSP00000382756,None,None,None,None,None,None,None,None,None,None,None,5,36
O94806,34,55,34,34,34,131,119,55,55,119,55,119,119
P78371,119,119,131,119,124,119,119,119,119,124,131,124,124
Q5SQS8,21,21,21,21,21,21,None,21,21,21,112,21,21
P52741,18,18,18,18,34,18,None,18,119,54,34,54,80
Q15907,34,37,119,54,None,119,119,119,119,119,None,119,119
Q01814,34,34,119,80,34,119,119,131,58,131,131,131,131
O96011,34,55,80,34,34,80,37,80,80,55,119,112,84
Q6T4P5,34,34,34,34,34,34,34,54,34,55,119,119,80
Q96JL9,18,80,18,18,5,18,54,18,119,21,80,80,37
Q69YU3,34,34,34,34,34,34,34,55,80,55,34,55,34
Q8NGB2,18,18,22,18,1,18,None,18,37,21,55,27,26
O94941,55,55,36,54,54,84,55,55,55,84,54,119,55
P21964,37,112,112,112,112,131,112,112,112,112,112,112,112
P42684,34,58,34,34,54,34,55,58,34,58,119,112,119
Q16633,34,34,27,34,26,34,21,34,34,34,26,34,34
P27701,27,34,34,37,34,54,54,54,119,55,119,34,34
Q13163,80,55,55,55,58,112,55,119,119,119,131,119,119
Q6ICL3,131,131,131,131,131,131,131,131,131,131,131,131,131
O94986,119,119,34,34,55,55,55,55,55,None,58,80,84
Q9P1W8,1,1,21,12,5,27,34,26,26,26,26,34,54
O00148,34,34,119,34,119,84,119,119,119,131,131,131,131
Q8IYR2,112,80,55,112,55,112,58,84,80,112,119,119,119
Q9C0G0,80,80,22,22,80,80,80,80,80,80,80,80,80
Q14525,1,1,18,1,1,1,None,22,119,37,112,54,112
Q8TDY8,34,34,34,34,55,37,21,55,55,55,55,55,55
Q01974,34,34,34,34,34,34,58,55,58,None,58,55,54
Q96PV4,12,12,12,12,12,12,27,27,27,27,112,27,27
P08493,34,27,27,27,34,27,None,27,34,27,34,34,34
Q9UNE7,112,112,112,112,112,112,112,112,112,112,112,131,131
Q86Y46,22,22,22,18,22,22,None,22,112,27,112,37,112
Q6UXU6,21,21,21,21,None,21,None,21,21,21,None,21,21
Q8TF27,None,None,1,1,1,None,119,54,55,119,119,119,119
Q13075,80,80,18,18,18,80,None,54,18,37,119,80,55
Q8N0U8,37,34,55,34,119,37,58,58,119,119,119,58,119
Q717R9,12,12,12,12,None,12,None,12,12,12,None,12,12
C9JN71,5,5,12,5,5,5,None,5,119,54,55,80,80
Q96L14,None,None,None,None,None,34,34,34,None,54,None,37,None
B4E0K6,None,None,131,54,None,131,34,131,119,131,None,None,None
P59091,1,1,1,1,None,1,None,1,1,1,None,1,None
ENSP00000364115,None,None,None,None,None,None,None,None,None,None,None,5,None
P36269,26,34,131,54,34,131,34,131,34,131,131,131,112
Q9NSY2,34,34,34,34,54,58,None,36,58,54,119,119,119
Q9H3P2,84,84,37,54,54,55,84,55,54,55,54,55,54
P35858,34,34,34,119,37,80,54,58,131,58,119,112,131
A6NKW6,27,27,27,27,27,27,27,27,27,22,37,27,27
O75618,37,37,37,37,37,37,37,37,37,37,37,37,37
P57729,34,84,119,34,84,84,119,119,119,54,131,119,119
Q86VR7,12,12,12,54,22,34,34,34,34,34,54,55,55
P16519,54,54,54,58,54,131,54,119,119,119,131,119,119
A0A0A0MRD0,None,None,None,None,None,None,None,None,None,None,None,55,55
Q96T66,34,58,112,131,37,131,119,119,119,119,131,131,131
O75334,34,54,54,34,34,55,55,55,55,55,54,55,54
Q13247,34,80,37,119,54,80,80,80,119,112,119,112,112
P29083,112,112,55,112,119,112,80,112,112,112,119,112,84
P06727,27,27,27,34,131,34,55,34,54,34,131,131,131
O60732,1,1,1,119,5,1,84,1,1,55,112,55,112
Q6ZRS4,21,21,21,21,21,22,21,22,21,54,54,22,21
P82980,27,27,27,34,27,27,27,37,26,34,54,54,34
Q8NBI3,34,26,26,26,None,37,34,34,34,34,None,34,34
Q4KMP7,34,80,27,80,34,55,119,112,58,119,119,84,119
Q16827,34,34,34,34,34,34,34,34,84,84,119,112,112
Q86T24,34,34,34,54,34,34,37,34,34,34,80,54,37
P10242,34,80,34,34,119,119,119,119,112,119,119,112,54
Q02383,5,5,5,5,12,5,None,5,12,5,12,119,112
P28356,27,26,27,34,27,34,54,54,54,37,112,54,55
P01769,None,None,34,None,None,None,None,34,34,12,34,34,34
Q8IZ26,18,18,18,18,18,18,None,18,119,54,80,80,55
Q9GZS3,112,112,112,119,124,112,112,112,112,131,124,131,131
Q08431,22,22,37,34,34,55,None,55,84,55,84,84,84
Q2M3G0,5,5,131,112,None,131,119,119,131,131,None,131,119
Q9P2A4,26,21,26,34,26,54,54,54,84,58,119,55,54
Q9HB29,21,21,34,34,21,34,None,34,37,34,37,55,55
A6NEF3,None,None,54,80,None,None,None,5,5,34,112,119,131
Q5IJ48,21,21,34,36,18,54,54,54,119,55,54,84,119
O94768,34,26,26,119,112,34,34,55,131,119,112,119,131
Q9H963,5,80,37,34,None,None,None,5,80,18,None,112,55
P61225,34,34,34,34,34,55,55,80,55,119,119,119,112
Q96MI9,26,119,26,26,18,119,27,119,55,119,131,112,131
Q9HC38,58,58,58,58,131,58,112,112,124,58,131,131,131
Q5T700,54,18,18,18,54,21,None,21,27,21,54,55,54
ENSP00000396115,None,None,None,None,None,None,None,None,None,80,None,None,None
P0C7V4,None,None,18,None,None,1,None,18,18,18,None,18,18
Q9H2W1,18,18,18,22,5,12,None,18,37,18,80,36,37
Q9NRI5,58,58,18,18,37,58,34,37,34,34,37,21,34
Q9Y333,119,112,119,119,119,119,119,119,119,119,119,119,119
Q15404,55,84,84,84,55,84,84,112,112,None,131,84,112
Q9H0E7,34,84,37,34,37,84,84,112,112,None,119,112,112
Q9NVR0,112,80,34,34,34,34,37,34,112,55,119,55,37
Q8IYS8,None,None,5,5,5,None,34,55,54,55,55,55,54
Q9P2G3,34,34,34,55,34,131,37,34,112,131,119,112,55
P42704,80,112,54,112,80,119,112,55,112,55,119,112,54
Q9H6T0,26,26,26,26,34,54,58,112,54,112,112,112,112
Q96RU2,34,54,34,34,55,80,54,55,55,80,119,80,80
Q9UKT1,1,1,1,1,18,1,None,1,1,18,18,18,21
Q15771,55,55,55,55,80,55,55,55,55,119,131,119,55
Q04756,34,34,34,34,55,34,34,37,34,55,112,55,112
Q16690,34,34,34,34,34,112,34,119,112,119,131,80,119
Q8WU17,54,54,34,34,54,54,54,54,54,55,119,80,55
Q9UMX0,26,27,112,80,27,119,27,119,119,119,119,112,119
Q99743,27,27,55,54,27,55,27,55,55,55,112,55,27
Q9Y2T5,34,34,34,54,34,54,34,54,54,54,119,55,54
Q14999,18,34,26,18,18,18,34,34,18,55,34,54,34
P54253,34,34,34,34,54,55,55,55,34,55,54,55,34
Q9HCM3,26,37,21,21,37,37,37,37,34,37,37,34,37
Q9BQ31,34,34,34,34,34,34,34,55,131,55,131,55,34
P59826,26,22,21,21,21,21,None,21,36,112,112,112,112
O14776,112,112,80,119,112,112,112,112,112,119,112,112,119
Q8NGF0,21,21,21,21,21,21,None,21,37,34,34,34,34
A9Z1Z3,34,34,34,34,34,34,None,54,112,112,112,54,54
Q6ZVD8,34,54,37,37,34,80,54,119,54,None,131,119,119
Q8IX01,26,26,26,26,26,26,26,26,26,112,112,112,112
P52951,34,112,34,34,34,37,34,55,54,55,54,112,112
P01127,27,27,27,27,55,54,34,34,34,34,55,54,54
Q8IUB2,55,5,37,37,37,37,55,55,37,55,55,55,55
Q9Y3V2,37,37,37,37,55,55,55,55,37,37,55,55,55
Q9BZV3,34,34,34,34,34,37,37,37,37,37,34,34,54
P33151,34,27,34,34,27,34,34,36,36,34,131,54,55
Q8TDB6,37,112,26,27,21,36,112,112,37,112,112,37,112
Q9UNQ0,131,124,119,112,131,131,119,119,131,131,131,131,119
Q9UBU2,34,34,34,34,22,37,34,37,37,36,34,37,55
Q4G0N8,37,119,22,37,22,112,55,119,112,119,131,112,55
Q6PL45,34,34,34,34,34,34,None,34,34,34,34,26,34
Q8TBM7,55,34,55,55,22,55,55,55,55,55,22,55,55
ENSP00000416798,None,None,55,112,None,None,None,None,None,112,None,None,None
A0PJZ3,34,58,36,34,34,55,55,55,55,55,112,112,58
Q9HCS7,119,119,119,119,119,119,119,119,119,119,119,131,131
Q08AF3,12,12,12,12,12,12,None,12,12,21,131,21,21
Q9NP79,112,112,55,119,119,112,119,112,112,119,119,112,112
Q99996,34,80,34,112,34,80,55,34,54,55,34,80,112
O00295,21,21,18,21,21,119,112,112,112,119,119,119,112
P0C7V6,None,None,None,None,None,80,112,55,80,55,54,54,55
Q92847,34,37,37,54,34,54,55,54,80,37,55,55,55
Q9H490,112,112,84,119,112,112,112,112,112,112,112,112,112
Q02543,119,119,119,119,119,119,119,119,119,119,119,119,119
P51946,119,112,55,112,119,119,112,112,119,112,119,119,119
ENSP00000408585,None,None,None,None,None,None,None,None,None,None,None,54,54
Q8WU58,34,34,34,34,34,34,34,34,34,34,34,34,34
Q3LI73,None,None,12,None,None,None,None,None,None,37,None,12,None
Q64LD2,112,112,18,18,112,112,112,112,112,119,112,112,131
Q9UQ72,None,None,1,34,None,None,None,34,54,21,37,55,55
Q93088,55,55,55,131,55,55,55,131,112,55,131,131,131
Q9H4L5,34,80,34,34,34,119,80,119,54,None,131,119,119
Q05932,131,131,80,119,119,131,119,131,119,131,131,131,131
P27540,34,131,27,34,55,131,55,55,55,55,112,55,55
Q969V6,27,54,34,34,80,80,80,55,54,80,80,55,34
Q16570,21,21,21,21,21,21,None,21,21,21,21,21,34
Q9UHI6,84,84,27,27,84,55,119,84,37,131,131,131,131
O95185,34,37,54,54,34,55,54,55,55,58,54,55,55
A6NFH5,18,18,21,37,21,21,None,54,54,54,54,54,54
Q53R41,54,54,37,37,34,37,37,54,54,54,119,55,112
Q96C28,12,12,12,26,12,12,None,12,119,34,80,80,55
Q7Z6G8,34,54,34,34,34,55,119,55,54,55,55,112,131
Q86TS7,18,18,18,18,None,26,None,26,18,18,None,26,26
A4FU28,None,None,119,119,18,54,34,54,54,54,18,54,124
Q9P121,26,27,54,27,None,54,54,55,55,55,None,55,55
Q99217,12,1,21,21,80,22,27,27,27,131,80,27,18
Q8NGT1,21,21,21,21,21,21,None,21,37,27,27,27,27
Q9BXJ8,34,55,112,84,112,112,112,112,112,112,112,112,112
Q86T96,80,55,27,55,119,119,27,54,55,55,119,55,55
ENSP00000402722,None,None,1,None,None,None,None,None,1,1,112,1,1
A4D0T7,None,None,None,None,None,54,None,5,None,5,None,None,None
Q2TBE0,112,112,37,112,112,112,112,112,112,112,112,112,119
Q8WZ19,21,21,55,21,21,54,55,55,112,55,112,112,112
Q8IWB1,34,34,34,34,34,34,34,34,34,34,55,34,34
Q8N8K9,36,36,27,27,27,55,27,27,37,55,54,27,27
O60506,34,34,54,112,55,54,112,112,112,112,131,112,112
O75385,26,58,34,34,54,124,131,119,80,112,119,119,119
Q8WV19,55,55,112,119,119,119,119,119,119,119,119,119,119
Q9BYC8,80,37,34,37,84,54,54,54,80,54,84,80,80
Q8N2H3,131,131,131,131,131,131,131,131,131,131,131,131,131
O43707,34,34,84,80,34,54,84,84,119,None,119,119,119
O15525,34,37,34,26,34,54,None,55,55,55,55,55,55
Q9H089,124,131,80,119,119,119,119,119,119,119,131,131,124
Q03431,34,36,34,37,34,54,54,54,37,34,58,55,55
P31025,18,21,21,18,22,22,None,22,22,22,112,34,34
P50991,119,119,124,119,124,124,131,124,119,124,131,124,124
Q92832,34,54,54,34,34,54,54,54,54,55,119,84,58
Q7Z2E3,112,112,36,34,119,119,119,119,80,119,119,131,131
Q5VZQ5,37,18,37,37,None,37,37,37,37,37,None,37,37
Q969U7,119,112,84,112,119,112,112,112,112,112,119,112,112
P41567,21,21,119,80,119,112,119,119,119,119,119,119,119
O14678,131,131,131,131,131,131,119,131,131,131,131,131,131
Q6P2E9,112,112,34,112,112,112,112,112,112,112,112,112,112
Q16595,112,112,22,22,131,119,119,119,119,119,131,112,112
Q8N0Z8,131,119,131,131,112,131,131,131,112,131,131,131,124
F8WDU6,1,None,None,None,None,1,None,None,1,None,None,5,None
Q58FF3,1,1,1,119,1,1,131,112,1,131,131,131,131
P28702,34,54,54,54,34,54,34,54,54,54,55,54,54
P51805,34,34,34,34,34,34,34,58,55,58,112,54,55
A8MV57,1,1,None,1,18,18,None,1,34,55,55,55,55
Q92613,34,112,34,34,55,54,119,112,37,112,119,112,58
O60500,54,54,54,54,54,54,54,54,54,54,54,55,55
Q03989,21,21,21,26,21,112,34,55,34,55,80,55,26
Q8IYT4,119,119,36,119,119,119,119,119,124,None,131,124,124
O14972,112,112,112,119,119,119,119,112,119,112,119,119,112
Q8WVE7,54,54,55,34,55,54,34,55,55,55,55,80,58
Q16619,22,22,22,22,22,22,None,22,22,34,37,37,21
Q6P2C0,55,55,27,55,55,55,37,55,55,55,131,55,55
O15335,34,34,34,112,34,119,27,37,131,37,131,112,112
Q9Y653,27,27,22,27,34,27,34,27,34,36,58,55,58
A8TX70,18,18,18,18,18,131,54,37,55,131,131,84,58
P48165,34,34,34,34,34,36,34,36,34,34,36,36,36
Q9HCM7,21,21,34,54,34,34,34,21,54,54,54,34,34
Q8TEX9,119,119,112,119,119,112,119,112,112,119,119,119,119
Q9Y371,34,55,54,36,55,58,55,80,55,80,119,112,112
ENSP00000416324,None,None,124,54,None,None,None,None,None,124,None,None,None
P09960,112,112,112,131,131,112,112,131,112,124,131,131,131
Q9NTJ5,84,119,112,119,119,119,119,119,119,119,119,119,119
Q9BQF6,112,112,22,22,22,112,54,112,34,112,112,112,80
Q8NGA5,5,1,18,1,18,18,None,18,37,22,55,26,27
Q9Y385,119,119,34,34,119,112,119,119,119,119,131,119,119
P09603,34,26,22,26,34,34,22,26,26,26,34,22,34
Q96B42,112,112,112,112,119,112,55,112,112,112,119,112,112
Q9NX95,34,34,34,34,34,34,34,34,34,34,34,34,34
P62158,119,119,119,119,119,119,34,119,131,112,119,84,None
A6NHG4,5,5,54,None,37,54,54,54,34,54,119,119,119
Q8N8Z6,27,36,27,27,55,34,34,27,37,55,55,54,37
ENSP00000396546,None,None,None,None,None,None,None,None,None,None,None,119,131
Q9UNE0,37,34,34,34,34,34,34,34,55,36,34,37,34
Q8N144,34,34,34,34,34,34,34,34,34,36,36,36,36
Q9UH99,22,112,34,34,22,112,112,112,112,112,112,112,112
Q9H4D0,34,55,34,34,55,55,54,55,55,55,55,54,55
Q9BYC2,12,12,131,80,18,131,131,131,119,131,131,131,131
O95848,131,55,55,55,131,131,55,55,55,55,131,131,131
Q96Q42,54,119,34,54,34,112,55,131,54,None,131,55,54
Q14165,55,55,55,55,58,55,55,55,55,55,58,55,55
Q9NQ29,34,54,34,80,54,80,80,119,119,119,119,112,119
Q96BQ1,26,36,26,36,27,54,36,54,36,54,54,55,55
Q96Q40,34,34,34,34,34,34,119,55,55,119,119,119,119
P21462,12,12,34,12,12,12,21,22,21,34,55,55,55
O94886,84,84,54,80,119,119,112,112,112,112,119,112,112
Q8N9X3,1,1,1,1,None,1,None,1,1,1,None,None,None
Q9HCY8,21,21,21,21,21,21,None,21,34,26,112,36,21
Q6ZR37,54,54,37,37,34,55,55,55,27,55,34,84,84
O43819,34,131,58,36,34,131,131,131,131,131,131,131,131
Q0D2H9,None,None,None,None,None,None,None,None,1,34,None,119,119
Q8NEH6,112,119,54,112,119,119,58,119,112,119,119,119,131
Q8NDX5,37,34,27,80,27,55,54,55,54,55,84,54,37
Q16719,131,131,131,131,131,131,131,131,131,131,131,131,131
Q92543,80,55,34,34,34,55,55,55,36,112,112,55,54
Q6H8Q1,34,34,34,34,34,34,55,55,54,119,54,119,55
Q8WYK1,26,37,34,54,34,34,55,55,55,55,84,55,55
O43312,34,54,34,34,34,55,58,58,58,58,54,84,37
Q9UHD2,34,54,37,36,34,55,55,55,54,119,54,55,112
Q9BWT1,34,112,34,36,34,112,37,112,112,112,112,112,54
ENSP00000395511,None,None,None,None,None,None,None,None,None,None,None,119,131
Q8N6C7,5,5,5,5,None,5,None,5,5,5,None,5,None
Q9BY27,None,None,1,1,1,55,55,55,55,55,55,55,55
Q9UQ03,34,54,37,34,34,58,119,119,119,112,119,131,131
Q86UD1,55,55,55,55,55,55,54,55,55,55,55,54,55
Q9NX46,131,131,55,131,131,131,131,131,131,131,131,131,131
Q9BYW2,112,112,26,26,119,84,112,119,58,131,119,84,34
Q149M9,131,34,37,58,131,58,55,58,58,119,131,84,84
Q9Y388,112,112,18,112,21,119,119,119,112,112,119,131,131
Q8NGQ6,18,18,21,18,21,21,None,21,37,22,37,27,27
Q96DA6,54,112,54,80,34,131,112,119,119,131,131,119,131
Q99439,34,34,34,34,27,80,58,119,119,119,119,119,119
Q92617,None,None,112,112,5,None,None,5,None,5,5,5,5
ENSP00000381926,5,1,1,1,1,1,None,5,5,5,1,5,36
Q8N5D0,112,112,55,112,119,112,112,112,112,119,119,131,131
Q8IVJ8,5,5,5,5,None,5,None,5,5,5,None,5,5
Q9H4B4,34,119,34,36,34,119,119,119,131,None,131,119,131
P55735,119,119,119,119,119,119,119,119,119,119,119,119,131
P01616,None,None,18,None,None,None,None,80,34,21,80,34,80
Q69YU5,34,34,34,34,None,34,34,34,34,34,None,34,54
Q969I6,34,119,112,34,34,34,36,119,119,112,119,119,112
ENSP00000387884,None,None,None,None,None,None,None,None,None,None,None,131,131
Q86TD4,54,54,21,54,112,119,54,54,36,119,112,119,119
A6NNB3,34,34,26,27,34,34,34,34,34,34,34,34,37
P53680,119,119,119,119,119,119,119,119,119,119,119,119,119
P62906,131,124,124,124,119,124,119,124,119,124,131,131,124
P18669,34,34,131,34,34,131,None,131,131,131,131,131,131
Q96HW7,112,84,55,55,112,36,112,112,112,112,112,112,112
ENSP00000404722,None,None,None,None,None,None,None,None,None,58,None,None,None
Q5VZK9,119,84,34,54,84,119,84,119,119,84,84,84,84
Q12874,119,119,112,119,119,119,119,119,119,119,119,119,119
Q5VST6,55,54,27,112,119,131,112,131,112,131,131,131,131
P58173,18,18,18,26,18,18,None,22,37,27,27,22,27
Q8TBB0,34,22,22,34,22,55,34,34,36,34,55,55,54
Q96LR5,34,54,112,12,54,34,54,112,112,119,112,112,112
Q8N1H7,26,26,26,26,None,26,None,26,26,26,None,26,26
Q16674,34,34,34,34,54,34,34,34,34,54,54,54,34
Q6PK04,58,37,34,54,58,37,34,34,58,58,58,55,37
Q9NY56,None,None,12,None,None,5,None,22,18,22,None,34,34
Q9UNM6,119,119,112,119,119,119,119,119,119,119,119,119,119
Q9H0U6,131,55,54,54,131,131,58,58,58,58,131,112,58
Q9Y223,131,131,37,37,131,131,131,131,131,131,131,131,131
O15455,54,34,34,34,34,37,37,54,80,None,119,119,131
Q8IUR6,54,54,37,37,55,55,55,55,37,55,55,55,37
P24386,18,34,55,112,119,55,112,112,112,119,119,119,112
Q6ZMC9,34,34,34,34,34,34,34,34,34,34,37,54,55
P52333,26,26,26,54,26,36,None,54,54,54,119,112,84
O00337,21,37,131,54,21,131,37,131,131,131,131,131,131
Q9BQI5,34,34,34,34,34,80,55,80,34,80,80,84,54
O14578,54,54,34,54,34,55,55,80,112,119,54,119,119
Q8NH85,21,21,21,21,21,21,None,26,37,21,37,27,27
P0CG29,131,112,112,131,21,131,54,131,112,112,131,131,131
Q8TD35,55,18,18,18,None,55,55,55,55,55,None,55,55
Q53FD0,21,21,None,None,None,21,None,21,27,119,None,26,27
Q6L8G9,None,None,54,None,None,None,None,None,None,131,None,112,None
Q96EX3,119,119,119,119,119,119,119,119,119,119,119,119,119
Q93070,26,26,26,26,26,34,None,34,26,34,80,34,55
