,numDomains
P16152,5
P16157,7
Q5VUY2,3
Q6UWM9,3
Q16851,1
Q16850,1
A6NMX2,1
P99999,3
P04626,6
Q16854,4
Q9HCE3,5
Q9Y6K0,1
Q9UGP8,2
Q9H2B4,4
P04628,1
P04629,7
A5YKK6,2
O75366,2
O75367,3
O75364,3
O75365,2
O75362,4
O75360,2
B4DU55,11
Q9Y3Q4,4
P56817,3
Q8NFY4,2
Q6UWB1,1
Q9UC06,10
O75368,2
O75369,10
Q8TCT6,1
Q8TCT7,2
Q9HAS3,3
Q9UC07,9
Q8TCT0,1
Q8TCT1,3
Q6P2I3,1
Q6P2I7,1
Q8TCT8,2
Q8TCT9,2
Q8N5U1,1
P41145,3
A6NK97,2
O14782,1
P20853,1
O14787,13
A6NNL0,2
O14788,1
Q6UWM7,1
Q7L0X0,8
Q9BY44,1
Q86VZ2,5
Q6NWY9,3
A0A0A6YYI8,3
Q96F10,6
Q9NS84,2
P67870,1
Q13347,1
Q8NBW4,1
Q8IXQ6,2
Q13342,4
P23582,1
O00499,5
Q8WTP9,1
P23588,2
Q15319,3
P54368,1
A4D1B5,1
Q8NDA8,5
Q6UB99,5
P21980,3
Q5TC79,8
P63145,5
P63146,3
Q8N442,9
Q9NVE7,2
Q8NDA2,19
Q86YQ2,1
H3BVE0,1
P11511,1
Q8N336,1
P20585,5
A6NC98,1
Q6ICL3,1
Q9H981,1
A6NC97,1
P31269,2
Q6ICL7,4
Q8N7G0,3
P61129,1
Q9ULJ3,5
Q86T75,2
Q96FZ2,1
Q9NS86,3
Q9P2F5,1
P49773,2
Q9ULJ8,3
P49771,1
P49770,1
Q9P2F6,2
Q9P2G3,8
O15527,2
O15524,2
O15525,4
O15522,1
O15523,2
O15520,2
O95633,3
O95630,3
A1A4T8,1
O15528,1
O15529,2
Q8WZ73,8
P05937,7
Q8IWI9,2
P31260,1
Q9BZ29,5
Q8NDN9,4
Q96T55,2
Q96GC6,10
M0R135,1
Q92698,6
O14558,2
A6NDZ8,1
O14559,5
Q99595,1
Q6NVU6,1
Q0VFZ6,1
Q13733,7
Q96EN8,3
Q96NZ8,10
Q96N87,1
P06703,4
P06702,7
Q502X0,1
Q9P0T7,1
P40238,3
Q96NZ1,1
P51460,2
Q5T124,2
Q86SK9,1
A6NJZ3,2
A0A087X0M5,3
Q9H6R4,1
Q6ZR37,2
P37235,9
P30511,3
Q9NW68,1
Q9NW64,7
P30519,1
P30518,3
Q96H72,1
Q9UK12,7
P47813,1
K7EN88,8
Q93084,7
Q3V5L5,1
K7EN84,1
Q9NR81,3
Q96H78,1
Q6P158,10
Q9UPN3,11
Q96CK0,5
Q9NRS6,2
Q96GX9,1
P0DKX0,12
O95249,2
O95248,9
P0DKX4,1
Q86V21,1
O95243,2
Q8WWR8,3
Q9H422,4
Q96GX5,5
Q9BSG5,1
Q6P3V2,11
Q9HB14,2
Q08623,4
Q9H6R6,2
Q08629,4
Q08999,4
Q53F39,2
Q8NHE4,1
Q9NZU5,2
P48426,1
Q9UDW3,2
Q9Y6N8,3
P29279,4
Q9Y2Z9,3
Q01813,1
Q8TDI7,1
Q9H7F0,6
Q9UDW1,1
P29274,2
P29275,2
Q07352,3
Q9Y2Z4,1
Q93009,5
Q8NBN3,1
Q9H6R7,1
Q6W5P4,1
Q9NP74,1
Q01740,7
Q08ER8,10
P31391,5
Q5VUG0,6
Q9BVM4,1
P10266,9
P09493,8
P09496,1
P09497,1
Q96DE0,1
Q9H6R0,5
Q5T2R2,1
Q9BT49,1
Q9NVC3,2
Q9BT43,1
Q9BT40,2
Q5JX69,1
Q5U649,4
P07478,1
P58505,1
Q9P202,2
P07476,2
P07477,1
P01138,1
Q96F25,1
P0DMR1,3
P0DMR2,1
Q9UGM3,7
P01130,7
P01133,7
Q96AB6,1
P01135,3
Q9UGM6,2
P01137,2
Q9NWD8,1
Q86UR1,11
P00846,1
A0A087WSZ0,3
Q5SSG8,2
Q9Y692,1
A0A087WSZ9,5
Q9Y693,3
Q8IVV2,2
P16989,2
Q9BXP8,7
Q8TC12,5
Q9C0E2,1
Q8IVV7,1
Q9Y4P9,3
Q9Y4P8,1
Q9BXP2,1
Q8IVV8,1
Q9Y691,3
Q9Y4P3,2
Q9Y5L0,1
Q9C0E8,2
Q9BXP5,2
Q86UX6,3
A6NGJ6,5
Q6ULP2,1
Q96IJ6,3
P32856,4
Q6GTX8,3
Q86YV5,2
P43155,1
P62837,3
A0A0C4DH43,5
A0A0C4DH42,2
A0A0C4DH41,4
A0A0C4DH40,4
Q9Y5L5,1
Q92608,5
Q15544,3
P0C5J1,3
Q9BZJ6,2
Q96PV4,1
Q9BZJ4,1
O60774,10
P35499,4
O75558,2
Q9BZJ0,9
O75888,1
O75554,2
O75556,1
O75882,11
O60779,2
O75880,3
Q99983,8
Q9BSJ8,1
Q99986,3
Q99985,5
Q9BSJ2,1
Q99988,1
Q8TAS1,9
Q9BSJ6,1
Q15195,3
Q9UI15,2
Q9C0C7,1
P17858,1
Q15198,5
Q9H426,1
Q9H427,2
O75084,3
O75083,6
O75081,3
Q32M78,11
Q99497,3
Q9NRG4,3
Q9NRG7,1
P14174,1
Q5TA45,5
Q9NRG0,1
Q9BRL7,1
O75771,12
P54886,2
Q13137,2
Q13136,2
Q13131,5
Q8NFB2,1
Q13133,2
Q7RTZ2,3
P52739,7
P52738,8
P52737,8
P52736,7
P52735,11
Q8NHL6,4
P52732,3
Q5VZV4,1
A6NFD8,2
O43653,3
P61952,2
O43657,2
Q9UIS9,2
P61956,2
O94806,6
O95400,1
O94804,3
O94805,1
O95405,3
P17480,4
O95407,2
O00767,1
O95409,5
Q14643,5
Q9UQ26,3
O94808,6
Q6P4A8,1
H3BUX3,1
Q99456,2
P11182,4
Q99453,1
Q9H4G1,1
Q9H4G0,6
Q99459,3
O00763,9
Q92737,4
A6NCV1,2
Q969V1,3
Q9Y5P4,4
A2RU67,4
Q6QEF8,3
Q9Y4Z0,1
Q6ZS82,2
A6NL99,1
Q2TAZ0,3
Q6N022,8
Q6N021,1
Q9UF12,1
Q9UF11,2
A0A087X076,5
A6NI47,5
Q6ZP01,2
P40938,6
B2RXF5,5
P36915,2
B2RXF0,1
Q6ZNG2,2
P40933,1
Q6ZNG0,9
Q6ZNG1,14
Q9Y5J5,1
P40937,22
Q9NY72,7
Q14956,1
Q02040,1
P43355,2
Q02045,6
Q9BWF3,6
Q9BWF2,11
Q5BN46,1
P43354,2
Q8NH74,3
P31943,4
P31942,3
P31941,2
A6ND91,3
P12980,1
P31946,1
Q9UHK0,2
P31944,1
Q8N1F8,3
Q8NH72,2
P31949,6
P31948,18
Q9Y4Z2,2
Q8N6Y2,7
Q14953,3
P60606,2
Q8TEJ3,10
P60604,1
Q9Y219,6
P60602,1
P61604,1
Q96MF7,6
Q96MF6,1
K7ELQ4,4
Q5W0Z9,1
P60608,2
Q96MF2,4
Q8NG84,3
Q8NG85,3
Q6JEL2,8
Q14916,1
Q8NG81,3
Q14914,2
Q8NG83,3
Q14919,2
Q6ZS81,3
P60953,4
Q9BQ48,1
Q12774,6
Q12846,6
P22570,4
Q12770,3
Q8WU58,1
Q12772,1
O94759,2
Q9UMX5,1
Q58EX2,8
Q12778,1
Q16644,4
Q16647,1
Q5FWF7,3
Q5FWF6,6
Q5FWF5,2
P07864,3
Q9Y216,6
Q16649,3
Q6UXF7,3
Q9UPQ0,2
Q96HT8,2
Q9UPQ3,10
Q9UPQ4,12
Q96RR1,8
Q96B67,3
Q12841,7
V9GYH0,1
Q96M11,1
P09936,1
Q8NA61,2
P47224,1
Q9BX51,1
Q9BS26,6
Q8NA66,1
Q9NS91,8
Q8N6Y1,2
Q8NA69,1
Q9H0C3,1
Q8N6Q1,1
Q5TCZ1,6
Q9BPX7,1
Q9NS98,3
Q9BPX5,3
Q9NXB9,1
P80192,5
Q5TEJ8,1
Q9BZD6,1
Q9Y664,2
Q9C086,2
Q9NQZ5,1
O75829,1
Q9NQZ7,1
Q2M2H8,3
Q68DU8,1
Q9NQZ3,5
Q9BZL1,2
Q9HCC6,2
Q2M1V0,2
Q8IYE1,2
A8MTQ0,1
Q6UXY1,5
Q99593,1
Q96HP4,2
Q6UXY8,1
O75533,7
Q96D09,2
Q6YBV0,1
Q7Z3D6,2
P13584,1
Q8ND76,2
A4D126,2
P62277,2
Q7L513,5
Q8NAC3,2
Q9Y6U3,1
O96024,1
O75530,2
Q9BZW5,2
Q9BZW4,1
P38159,4
J3KSC3,1
O75821,4
Q8IWL2,2
P51617,5
Q8N0Y5,2
A6NNW6,2
Q9H6E5,5
Q8N5J2,1
Q8N5J4,1
Q2Y0W8,2
Q3SXZ7,4
O75534,5
Q9UEY8,1
Q3SXZ3,17
Q99680,1
Q6UX27,6
Q99683,4
Q6P5X7,1
Q96IZ5,2
Q96IZ7,1
Q96IZ6,9
Q15208,6
Q96IZ2,1
Q06124,5
Q8NEQ5,1
Q00059,4
Q30KR1,2
Q7Z442,8
Q7Z443,5
Q13698,3
P13765,4
Q5VYP0,2
P13762,3
P02585,11
P78369,2
O76041,4
Q00604,2
Q9NRX4,1
Q6P1Q0,1
P78362,2
P78363,8
P78364,4
Q86UK5,1
P23025,2
P78367,1
Q5SRD3,11
Q5SRD1,1
P27918,1
Q5JTY5,8
A8MUU1,1
P05129,5
P05120,1
P05121,1
O00469,3
O00468,9
Q9UL52,4
O95180,2
O95182,1
O95183,1
Q9UL58,7
Q9NXL6,2
O00463,9
O00462,2
P01720,5
P01721,5
P01722,5
Q7Z4I7,2
Q7Z408,3
Q9H0Z9,3
Q96S19,5
P45880,1
Q9BRR0,10
P03986,1
Q9BY08,1
Q6ZRC1,1
Q9NRP7,9
Q9BRR8,4
P59025,1
Q9UKR3,3
Q6ZMK1,3
Q9BW11,1
P63096,4
Q8TDD5,1
P08603,2
Q9Y2Z0,10
A8MWK0,2
A6NDA9,10
Q8N205,1
Q96SL4,3
B4DS77,1
Q8IWZ8,3
Q6GTS8,2
P83369,1
P01588,1
P01589,1
Q9UKJ8,8
O95988,1
O95989,1
P55081,1
Q4V339,9
P18583,3
Q9UKJ0,2
P01583,2
O95980,2
P55082,5
O95983,2
P43308,1
P55083,1
Q6IBW4,1
Q14011,3
O15342,1
P35398,2
Q9H1C3,1
P43304,12
O15347,3
O15344,11
P43307,1
Q8N349,3
Q8N9N5,1
Q8N9N7,6
Q8N9N8,1
Q99661,1
Q96B49,1
Q6UW63,3
Q99665,4
Q7Z5P4,3
P18054,2
P62736,1
Q96BR1,5
Q9UH65,3
P15531,1
P0CZ20,1
Q96P71,6
Q96P70,3
P15538,1
Q7Z5U6,1
Q9H2B2,1
Q86VI4,1
Q14344,3
Q9H7Y0,1
Q86VI3,5
Q86VI1,1
Q9NUS5,1
Q6VVB1,8
Q9BTD8,3
P21549,2
O75969,2
Q6ZMN8,1
O75964,1
P62136,1
Q9BY66,6
O00602,2
P00451,3
P00450,3
O75962,15
Q8TDS5,1
Q02928,1
P22083,1
Q15834,2
Q15835,4
P22087,3
Q9Y6P5,2
Q15831,4
Q9NX01,2
Q8TDS7,1
Q96RE9,7
Q8N3A8,1
Q7KZI7,6
O43837,1
P53611,3
Q9H305,1
Q9UET6,2
P53618,9
Q8NGN4,3
Q14123,2
Q14126,2
P10114,6
Q14129,2
P04745,2
Q9HBT6,3
P04746,2
Q96AD5,1
Q9BY60,2
Q9UFB7,7
A1L190,2
A1L443,2
Q8TEX9,10
Q8WXQ8,2
O15431,1
Q6IE81,6
Q13705,3
Q9UL62,8
Q8N4M1,1
Q9NRA2,1
Q68D06,9
Q9NQI0,3
E9PKD4,1
Q9Y3S2,1
P49326,7
P49327,18
P49321,7
O14924,6
Q16873,1
Q96LL9,1
A6NHA9,2
Q16877,6
Q16875,6
Q8NFH8,1
O75340,8
Q5VTB9,6
O75342,2
O75343,3
O75344,5
O75346,16
O75347,1
O75348,1
P23760,7
Q05655,7
Q96C12,3
P25685,2
P25686,2
Q8NFH5,2
Q9BXQ6,1
P42166,4
Q86X95,1
P30954,2
P30953,3
Q9BQW3,1
Q9HBY8,5
A6NNJ1,1
Q9NYK6,1
Q8N5W9,1
Q0VAA2,4
Q9UDR5,3
Q4J6C6,3
P20839,8
P59817,2
Q96BW5,2
Q6UXU4,3
Q9ULZ3,2
P82909,1
Q96DB5,8
Q9NYK5,2
Q8NGN0,2
Q53GA4,1
Q96DB2,1
A0A0A6YYK4,1
A0A0A6YYK6,2
A0A0A6YYK7,2
A0A0A6YYK1,1
Q9Y679,1
Q13360,7
Q13361,1
Q13362,1
Q13363,3
Q86YS7,2
Q86YS6,7
Q9Y5Q3,5
Q13367,6
P67812,1
Q8IXS6,1
Q9NYK1,7
Q9Y5Q9,15
Q8IXS2,2
P23560,1
Q8IXS0,1
Q9ULZ9,3
P63128,10
P11532,7
P63121,4
P63124,3
Q9BSQ5,1
Q96KJ9,1
Q8N5G0,1
Q96KK4,3
Q6PEY0,2
Q6PEY2,3
Q96RM1,1
Q05193,5
Q5VTR2,4
Q96FX2,1
Q96GG9,2
Q9BQE6,1
Q9UQ03,3
O95613,1
Q96FX8,2
Q9ULH1,10
Q9ULH0,7
Q9ULH7,3
O95619,1
Q8N9V7,1
Q9ULH4,11
Q8IWK6,9
O15503,1
O15504,1
P48050,3
P48052,2
Q9H6B4,8
P46721,4
Q6ZMR5,4
P48059,1
P48058,4
P03372,4
K7ERQ8,6
Q9ULR0,1
Q9BZ01,3
Q9NU63,7
Q9HCF6,1
Q9UN67,2
Q8TEU7,6
P57773,2
Q96EL3,1
Q96EL2,1
Q6PG37,11
O60682,1
P55769,2
Q8IZK6,1
Q9HBG6,5
Q13751,4
Q96NX9,1
Q13753,2
Q8WXJ9,5
Q4VC12,2
Q96NX5,7
Q9Y226,2
Q60I27,2
Q5T4B2,3
P51449,2
Q9HA82,2
Q9BUK6,3
Q6B0B8,13
Q96Q45,1
Q9BUK0,3
Q9NW08,7
Q9NUA8,7
Q8N7E2,3
Q96Q11,2
Q9Y698,4
A0A0B4J2F2,3
Q09FC8,14
P84022,3
Q9UJT9,7
Q96GZ6,1
P31629,5
Q96H96,1
P31150,1
P31151,5
P31152,3
P31153,3
P48443,3
Q86V42,1
H0Y980,2
Q8NHC7,3
P48444,2
Q8NHC5,2
P48448,1
P48449,4
Q03721,4
Q9Y2D5,2
Q9Y2D4,2
Q99571,1
Q9Y2D1,2
Q53F19,2
Q8TD19,5
Q11201,1
Q9Y6Q2,1
P29218,1
P80294,1
Q6XD76,1
Q5VVY1,6
Q9HB31,1
Q11206,1
Q5JVL4,4
Q8N8I0,3
Q9UJT0,3
Q96A28,5
Q96QV6,2
Q01831,4
A0AVK6,2
Q7L099,2
Q9H293,1
P62942,1
Q9H3D4,3
P62945,1
Q9NNX6,12
Q9BT67,1
Q9BVK6,1
Q92994,5
P56589,1
Q92997,6
Q92990,1
P51911,2
O14594,5
O14595,1
P07451,1
O14593,5
Q70EL3,2
Q6RSH7,1
Q70EL1,1
Q5T2T1,7
O14598,1
P16615,7
Q569K4,6
Q70EL4,2
P57729,7
Q5SVS4,1
P57723,4
P57721,5
P57727,6
Q2WGN9,2
P04198,5
Q96P69,2
Q15050,1
Q8NBL3,4
P04196,1
A0A087WSX4,2
A0A087WSX3,1
P0DMP2,1
P0DMP1,1
A0A087WSX0,4
Q92781,4
Q8IYT2,1
Q86UT8,1
Q9H7E2,3
Q5XG92,2
Q96A25,1
Q9H8Y5,6
Q8IYT4,15
Q8IYT8,6
Q86UT6,4
Q5T0F9,1
P20794,2
Q6PDB4,11
Q5JWF2,4
Q15051,1
Q9Y266,2
Q8IVT5,6
Q96P66,2
Q8IVT2,1
Q5JWF8,1
Q9NPH6,1
Q6UXB4,3
Q9UJC3,4
Q6UXB2,1
Q6UXB3,1
Q6UXB0,1
Q6UXB1,1
P28039,4
Q4U2R8,2
B4E171,2
A6NGD5,6
Q6UXB8,1
Q5SW96,3
Q8IX06,1
Q8IX07,6
O75575,1
Q8IW19,2
Q9P2Y5,3
Q8IX03,2
O75570,3
Q7Z333,7
Q53FE4,1
Q96P67,1
Q96PI1,1
O75578,6
O60711,1
A0PJW8,1
Q9Y6H6,1
Q9Y6H1,2
Q00013,8
Q9BZH6,2
O60716,5
P78556,1
A0PJW6,1
P78552,4
Q8TAQ9,1
Q6NUT3,2
Q9H040,2
Q6XR72,1
Q9Y2Y9,4
Q7Z6P3,8
Q5VW32,1
Q96A26,1
P01112,7
P01111,6
P06326,2
P01116,7
Q9NS62,1
P54577,2
O75752,2
O75751,2
P68366,3
Q13112,4
P68363,3
Q8TC94,2
Q9NZU7,7
Q86TZ1,19
Q9Y224,2
Q96FE5,10
P54578,4
C9JLJ4,3
M0R3G1,1
P08476,2
Q6MZZ7,3
Q8NFD2,7
P08473,2
Q8WV93,4
Q9NRE1,4
Q93075,1
Q7RTX0,4
P52758,1
Q9H1V8,1
P61970,1
Q9ULK6,9
Q7RTX7,2
Q7RTX9,1
Q8WUP2,1
P61978,6
P52757,4
P52756,6
Q96LJ7,4
Q96EH5,1
Q99437,1
Q93079,3
Q96QU8,2
Q96LJ8,1
Q2MV58,1
P0CF51,1
P54753,9
O94822,5
O94823,5
Q9H4E7,3
P54756,8
A0A087WZ39,2
O94827,3
O94829,2
O95427,3
Q17RP2,6
O95425,2
O95424,1
Q8TD30,1
Q8TD31,1
Q5JSZ5,1
Q8TD33,1
Q6QN14,2
P48200,2
P48201,1
Q9C0H6,8
Q86XS8,7
A2RU48,1
A2RU49,1
Q8IW50,1
Q5TF58,3
P04040,2
Q6ZV73,6
Q1EHB4,1
A6NI28,3
Q9BYW3,1
Q6N043,2
Q4VX67,2
Q9UNH6,1
Q9UHA7,1
Q6E213,2
Q9BWX5,4
Q03431,2
Q6ZP29,1
Q5DX21,5
Q9BWX1,2
P52292,8
Q9H875,1
Q8IVL8,1
Q9Y520,1
Q9NWB1,4
Q9H6L5,1
Q99575,2
Q5JS13,2
P19086,7
P19087,3
Q9NY56,1
Q04756,6
Q9UPY3,8
P16050,2
Q9ULL0,1
Q96MD7,1
Q9UP65,2
Q9NPQ8,1
Q16401,5
Q96MD2,1
Q9UHI6,4
Q9UHI7,1
Q96PL2,1
P52298,3
Q92617,1
Q96PL1,1
D6R901,3
Q96PL5,7
Q99574,1
Q14667,3
Q53EV4,6
Q9UNU6,1
Q96S59,3
Q03519,11
P61626,4
Q9HBX9,10
Q14938,3
P00750,5
Q8NG68,2
C9J798,4
Q8NH16,3
Q6WKZ4,2
Q8NH10,2
Q9Y485,2
O94778,1
O94779,11
Q9Y484,3
Q8IVF6,7
Q8N3Z3,10
Q12798,7
Q12799,1
Q12796,1
Q12797,11
O94772,1
P19883,3
Q12792,1
O94776,4
O94777,2
P09913,12
P09912,1
Q2M3V2,5
P09917,2
Q15382,6
Q92615,3
P09914,21
Q6H3X3,2
P15391,2
P09919,1
P62195,20
P58062,2
Q6ZNE5,1
Q9UPW8,4
Q9HD36,1
Q9Y2P4,2
Q8IZW8,2
Q96B42,1
Q96G91,1
Q9UPW6,2
Q6ZNE9,4
Q9UMX1,2
P51589,1
Q29980,5
Q29983,4
Q9NQX4,5
Q9NQX3,3
Q9NQR7,1
Q9BX79,1
Q9NQX0,6
P51580,1
P51582,3
Q5T686,1
P51587,5
Q9BV94,1
A6NHG4,1
P61568,1
Q9NNX9,1
Q9NW61,2
Q63HN1,1
Q6ZN30,3
A6NHG9,3
Q9UN86,4
P54750,3
Q4AE62,3
Q96D21,5
P49638,2
P49639,2
Q86VE3,4
P61086,4
P61081,1
Q7Z602,2
P85037,2
P13569,26
Q9Y2G9,4
Q9H5I5,1
Q13554,7
O60481,6
Q07092,2
Q9Y6C9,1
Q9BTE6,2
O60487,5
O60486,3
Q9NZV6,1
O60488,2
Q9Y6W6,4
Q8NAM6,8
A2RRL7,1
Q13591,2
Q9NZV1,2
Q9P2M1,8
Q8N5L8,1
A6NEC2,2
Q5PR19,1
Q8WWB5,1
Q14739,5
Q96IX9,2
P17019,17
O00198,1
Q8WTS6,3
Q6UX04,1
Q13595,3
Q6UX06,1
Q6UX07,6
P25025,2
P25024,2
O00193,1
O00192,5
P25021,2
P17014,5
P17017,11
Q9P2M4,1
Q8NDZ4,1
P54646,5
Q8NDZ0,2
Q9BPZ2,1
Q9BPZ3,1
Q03395,1
Q9H0A9,2
Q8WY54,2
Q7L1S5,1
P13804,2
Q03393,1
Q12899,13
O75928,4
Q96R09,2
Q6AZW8,18
Q6PID8,6
E9PJ23,1
O76064,11
Q12893,1
Q07890,5
O76061,1
O76062,4
Q8N5Y8,1
O00443,6
P05109,5
O00337,3
Q9P2C4,1
Q15326,5
O00330,4
O00445,3
O00444,5
Q9H814,2
Q15329,1
O00339,9
O00338,1
P05106,4
P05107,4
Q8IXM7,1
Q13946,1
Q9HCQ5,4
O95168,1
O95169,1
O95166,2
A0A087WT01,4
A0A087WT02,4
A0A087WT03,4
Q9UK96,4
O95163,1
Q96KN7,2
Q9BRP0,6
O75920,1
Q9BRP4,1
P51636,1
Q9BRP7,3
P0C025,1
P0C024,1
Q969Y2,8
Q6ZMB0,1
Q9BY11,4
Q495A1,4
O75923,6
Q9H400,2
P02652,1
P02655,1
P02654,2
P02656,2
P15884,1
Q8N228,4
P15880,2
P34130,1
P15882,3
Q6ZMB5,1
Q96SN7,1
P58180,3
Q96QC0,2
Q96P65,2
P43362,2
P43363,2
P43360,2
P43361,2
F8W1W9,1
P43364,2
P43365,2
Q6ZU67,2
Q6ZU64,2
Q6ZU65,2
P53985,2
Q9UMX9,3
P29536,2
Q9Y247,1
Q9Y241,1
Q8NHU6,2
Q9Y243,6
Q9Y242,2
P0C0E4,5
Q96IK1,1
Q9Y2L8,6
Q9Y248,1
Q99829,3
Q99828,6
P22310,4
Q8N9H9,1
Q5SQH8,1
Q9Y644,1
P22314,4
Q8IUX7,5
Q7M4L6,1
Q9UNT1,7
P27797,1
Q9Y5K6,4
Q01538,3
Q9Y2Q0,5
Q8NC26,8
Q4QY38,2
Q01534,1
Q14320,1
P24046,2
Q7Z5W3,4
P60369,2
P60368,2
Q9Y2L9,8
P24043,8
Q9UBN4,8
O43805,7
A0A0A0MT36,5
Q6ISB3,1
Q9H4I3,1
O43808,1
P16860,1
Q99614,13
Q15811,11
Q15813,8
Q15814,1
P01303,1
O43759,1
Q15818,2
A0A075B759,1
Q8N485,1
Q9H4I0,3
O43752,3
Q9BXU7,2
P01308,1
Q96QP1,1
Q8WVQ1,1
Q9UKN5,5
Q86VE9,1
Q7KZN9,1
P53367,2
Q9BXU1,4
P53365,2
Q9BXW6,6
Q9Y5Z6,1
Q9BXU0,1
Q14498,5
Q9BXU3,2
Q14493,1
A1L429,1
Q6P9F5,8
Q14494,3
Q9H7P9,2
Q8NEA9,2
Q8TEV9,1
Q8NEA5,2
Q8NEA4,2
Q9H306,4
Q8NEA6,3
Q9Y5Z7,7
O95070,2
Q9UGT4,4
Q96KN8,1
Q8N4C8,4
Q8N4C6,3
Q8N4C7,2
Q9Y3N9,3
P46531,13
Q6UWF3,1
P56851,1
P56856,2
Q8N715,1
Q6UWF7,3
P0DJ07,1
Q6UWF9,1
Q5VTD9,8
Q9P227,5
Q96JY6,3
Q05639,5
Q92750,2
Q9HC10,3
Q6P2E9,1
O75323,1
Q6ZSZ6,6
Q5VZ72,1
P23409,3
O75324,3
O75325,13
P30939,4
Q8TCP9,2
Q96BN8,1
Q8IVI9,4
Q96QS3,2
P27539,2
P82921,1
P82251,2
A8MVZ5,1
P20813,1
A6NNH2,1
P41182,7
P20810,1
P20815,1
A0A0A6YYM7,5
Q9Y2T6,1
Q99611,2
A0A0A6YYM1,4
Q96DL1,1
P63104,1
O14828,1
Q13308,12
Q13309,4
Q9Y5S9,4
O14829,9
Q13303,1
Q8WWP7,2
Q9Y5S2,7
Q13304,3
Q8IXU6,5
Q86Y56,7
Q96QS1,1
Q6UXN2,1
Q9Y651,3
Q9ULV5,1
Q96LM5,1
Q9ULV1,2
Q9ULV0,3
Q9ULV3,2
Q99626,2
P61165,1
P48023,1
P61160,1
A6NKB5,1
P61163,1
P36894,4
P36896,5
P36897,4
Q9UN19,3
Q6P474,1
Q9H9P2,1
Q9HCL0,2
Q92754,1
Q8NAU1,1
Q8TBX8,1
Q9H9P8,4
K7ERS5,1
Q76KX8,13
Q02363,1
Q8IWE4,1
Q8IWE5,3
Q8IWE2,1
Q6Y2X3,2
Q9Y646,2
Q6XYB7,1
A0A0B4J235,3
A0A0B4J234,2
A0A0B4J237,5
A0A0B4J238,3
O14827,6
Q8NEK5,8
Q7Z5A7,1
P05976,4
Q8WXH4,6
Q8WXH5,3
P81172,1
Q9P0Z9,6
P55039,5
Q8WXH2,1
Q8TCB6,4
Q96LM9,1
Q155Q3,3
P55036,3
Q6NXE6,2
Q9P2P6,3
Q13772,1
G3V2T6,1
Q08830,1
Q9P2P5,3
P16260,1
Q5T4F4,2
Q5T160,2
Q9BUI4,2
Q9H3J6,1
Q8N7C0,7
P30559,4
Q3KNT9,2
A0A0B4J2D5,1
P62273,1
Q6U7Q0,7
Q8N1N2,1
A0A0B4J2D9,5
Q3KNT7,1
P30550,3
P30556,2
P37275,8
Q9UJV3,11
Q96GT9,1
Q03701,1
Q96HZ4,2
D6RA61,3
Q8WWN8,10
Q9HCI5,1
Q9UL16,1
O15198,3
Q8NHA8,3
P45984,6
P45985,4
Q8NHA6,4
O15197,8
O15195,2
O15194,1
Q9HB58,4
Q8TDM6,5
Q9Y2F9,3
Q8TDM5,2
Q9Y2F5,1
Q9HB55,1
Q9UL17,1
Q9UKY4,2
Q01851,3
Q01850,4
Q5SQN1,1
Q8N8G2,1
Q9UJU5,1
Q9Y251,1
Q6A1A2,6
Q9H171,2
P09104,4
P09105,1
P09455,2
A0AVI2,4
Q5H9E4,1
P16671,1
Q8NBZ7,7
Q86VF5,1
Q9BT88,2
Q9BRT2,2
P56211,1
Q9BVI0,5
Q8WYK0,2
P21796,1
Q99457,1
Q9BT81,3
Q96ES6,2
P02489,2
O14578,8
O14579,10
O14576,2
Q9P2K8,6
Q96P47,9
P58549,1
P49841,4
P49840,4
P49842,1
Q687X5,5
P58546,5
P49848,3
Q86UV5,4
H7C4K7,1
Q86UV7,8
P59537,1
Q9NVA2,7
Q6ZVS7,1
Q9UL12,4
Q9Y240,1
Q96P44,6
Q9NQC7,2
Q8TAT2,1
Q07283,1
Q9NQC1,6
Q9H8W5,8
Q5T0D9,1
O60741,3
Q9NQC8,1
Q10570,2
Q9NZK7,1
Q9NZU0,8
Q9NVA1,1
Q96CG3,1
P20774,6
Q9C0A1,9
Q9C0A6,1
Q6IFH4,2
Q9Y2V2,2
Q9UQR0,4
Q9UQR1,3
Q9P1A2,2
Q9ULD0,2
Q9Y2V0,1
Q3MIN7,3
P43119,3
Q8IX21,1
Q9ULT0,16
Q9H649,4
Q6P9F0,1
Q8IX29,3
Q5VT66,2
Q6A555,3
P43115,3
Q5JQC4,1
Q9UDY2,5
P43116,4
P78539,3
O60739,1
Q96N23,1
Q3I5F7,5
Q9Y6J9,2
Q9Y6J8,2
O60733,6
O60732,1
Q68DE3,1
Q70IA8,1
P78537,1
P78536,7
P17813,1
P17812,4
Q8NA23,2
Q9UHC9,3
Q53RY4,1
O95395,1
O95394,4
O95397,1
O95396,3
O95391,1
O95390,2
P06309,3
P06307,1
Q9BUN5,1
O95399,1
O95398,4
M0R3E3,1
Q8NFF2,1
Q5T1N1,1
Q9H469,4
Q8TDY2,1
Q13177,5
Q8IZX4,4
Q9H461,3
Q9H467,1
Q96SL1,1
Q9NRC8,2
C9JN71,12
P14138,1
Q9NSG2,1
Q8TA86,2
Q8TF39,9
Q9NRC1,3
Q8WZ82,5
Q8TF32,11
P14136,4
Q8TF30,1
