,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
P13671,2,22,2,2,1,0,0,0,1,1,11,5,6
Q96RS6,12,2,4,3,12,12,2,2,2,2,12,2,12
Q96BT7,21,16,3,3,3,30,17,8,18,14,3,6,7
Q9P283,1,9,3,3,2,7,6,5,4,3,4,4,4
P51608,24,1,2,2,8,0,1,0,1,20,8,1,2
Q6P1M0,4,5,50,11,3,42,35,34,36,33,38,35,36
Q86UC2,22,20,1,1,19,18,18,18,20,18,19,20,20
Q08J23,31,5,14,7,3,23,2,1,3,5,3,19,21
Q6ZVM7,1,4,3,23,11,12,15,13,9,1,10,15,7
P46597,59,57,55,52,45,46,11,46,23,45,42,41,42
Q96RQ9,51,51,59,53,1,48,48,48,50,42,31,49,50
Q9Y6G9,1,6,7,9,7,21,2,7,13,16,7,15,13
Q9H7Z7,16,14,22,21,17,15,15,13,16,15,17,14,16
Q8IUR0,8,10,9,10,5,4,4,5,7,5,5,8,6
Q6ZMY6,10,9,5,10,1,9,9,9,9,44,1,48,51
Q9Y4R7,4,12,5,11,4,6,21,25,23,20,16,15,13
P04899,4,2,22,2,1,16,3,10,9,1,7,5,7
P68543,1,24,1,23,1,24,1,15,1,12,2,4,3
O43776,30,7,16,31,21,12,7,30,7,27,21,29,27
O75791,1,1,1,0,0,0,3,1,1,2,9,17,18
Q9ULS5,0,7,0,6,0,7,0,1,3,2,1,1,20
Q9Y2G4,8,1,1,1,19,7,7,1,24,24,25,17,48
O15266,5,6,5,6,6,25,4,9,6,12,23,21,21
Q7Z3S7,2,1,2,2,3,51,6,17,4,8,37,1,2
Q12929,2,7,2,8,5,6,5,4,5,8,5,5,6
P51114,1,6,1,9,0,0,3,3,3,6,3,3,3
P23276,0,0,0,0,0,0,10,0,47,47,37,47,48
Q13243,0,1,19,6,10,11,22,11,14,19,14,9,9
Q5TDH0,0,4,15,21,0,11,17,7,7,10,8,7,7
Q9BZW8,1,1,0,1,0,5,1,0,5,1,9,4,5
Q6ZVL8,0,0,0,0,1,0,1,0,0,0,1,1,1
Q8N1E6,7,7,8,22,6,14,5,9,9,19,41,19,22
Q9H869,4,4,6,6,0,0,3,8,6,6,20,1,1
Q13296,0,4,1,0,0,3,1,3,3,3,2,3,3
P33176,0,0,15,25,6,15,5,8,11,25,6,7,29
ENSP00000382036,0,1,0,1,1,0,1,0,0,0,1,0,0
P35268,6,12,10,21,2,5,8,6,5,13,2,4,6
Q969M2,1,2,0,0,1,3,2,1,1,4,1,1,1
Q99689,0,0,0,0,0,6,0,3,2,2,2,3,2
P01625,1,1,8,1,4,26,8,3,24,6,21,6,26
P33764,0,0,0,0,0,0,1,0,0,3,23,2,21
ENSP00000390918,1,1,18,1,1,18,1,18,18,10,1,10,10
Q8N1F1,0,0,0,0,1,0,1,0,0,0,1,1,1
Q92506,28,47,11,19,30,25,40,25,10,29,24,20,25
Q96MU6,0,0,1,2,2,0,1,0,29,4,10,12,18
Q8N112,1,1,1,1,1,1,1,1,1,1,1,1,1
A2RUB1,8,8,1,1,1,7,9,7,0,7,1,7,0
Q9Y3D2,51,47,48,50,1,37,29,28,7,40,26,38,39
Q9NQ32,1,1,2,3,4,5,4,1,1,1,4,4,1
Q86X52,4,6,7,5,5,21,6,4,4,7,5,17,19
Q9BR01,0,0,1,5,0,6,6,5,49,1,44,18,18
P61970,8,10,11,9,3,4,22,5,3,4,3,7,8
P42677,4,5,14,1,0,13,7,6,7,16,5,17,9
Q3I5F7,6,6,6,6,2,0,1,0,6,8,2,5,6
P62312,8,11,9,18,4,11,6,6,15,7,10,12,19
Q9Y286,0,0,8,0,0,0,7,3,3,1,3,8,8
Q04759,2,3,1,1,4,18,1,13,41,20,13,10,17
O95932,2,2,2,2,2,2,1,8,7,8,5,6,8
Q3ZCM7,0,0,0,0,0,0,28,21,18,27,18,30,0
P63027,2,3,19,18,14,18,9,14,10,28,14,15,4
Q5SVJ3,0,0,0,0,0,0,1,0,0,0,0,0,0
O60296,2,8,3,2,3,2,3,3,5,8,17,4,5
Q5T1A1,6,5,7,6,6,6,5,5,5,5,6,7,7
Q13207,3,6,3,3,7,5,3,3,5,6,7,4,8
P59536,0,0,1,1,1,0,1,0,1,7,2,2,11
P13535,1,1,12,1,1,6,14,7,33,1,8,8,30
P55771,0,6,1,1,0,4,5,4,5,6,15,4,4
Q9BWM5,3,3,3,0,0,3,1,3,31,12,21,18,6
B5MDG6,0,0,0,1,1,0,1,4,2,6,1,12,8
P13688,4,4,2,7,0,2,1,1,9,4,2,7,11
Q9GIY3,1,1,1,1,1,1,1,1,1,1,1,1,1
O14944,0,0,0,1,0,0,4,0,3,0,0,0,1
P56937,9,17,19,15,10,14,16,10,10,8,35,41,41
Q658T7,1,1,1,1,1,1,1,1,0,3,0,1,1
O15554,3,2,4,4,30,31,28,11,32,8,30,3,17
Q16552,0,1,0,0,0,1,1,1,2,11,1,2,2
Q96HH6,32,35,46,37,31,30,14,35,9,30,31,39,37
O14907,4,7,9,6,5,4,5,4,4,4,5,6,3
O15519,1,1,1,1,1,1,1,1,1,1,4,6,5
P21802,2,2,2,7,2,7,8,3,5,1,9,13,18
Q9BXN2,2,0,0,1,1,1,1,1,1,3,6,9,25
O60551,3,7,13,18,1,15,3,4,4,18,3,5,3
Q01118,1,1,1,1,1,1,19,28,31,27,8,8,19
Q6IBW4,19,20,28,27,22,20,24,23,24,21,22,20,23
Q9H4B6,2,2,0,1,2,3,2,2,0,2,2,2,5
P62068,1,1,21,26,1,14,6,7,12,20,6,8,8
Q9H8N7,2,8,1,2,6,2,12,6,7,9,6,6,10
Q7Z570,5,5,2,2,11,1,5,22,2,19,11,22,3
Q99259,1,4,4,6,34,46,35,35,36,14,34,34,34
O75911,20,19,2,54,2,50,50,39,9,46,32,36,38
Q14807,17,7,8,17,14,46,17,18,13,20,15,19,20
Q6X4W1,10,3,1,2,4,2,3,2,2,2,4,1,2
Q7Z624,21,7,10,10,21,17,17,17,6,16,21,13,20
Q86V35,2,1,1,2,1,53,1,0,1,23,2,21,21
P48147,36,37,38,41,32,30,32,31,34,36,32,36,36
Q01650,4,47,15,5,33,44,39,37,38,5,25,28,36
P13637,5,9,8,4,6,47,42,40,40,48,41,41,20
Q6ZVQ6,0,0,0,0,1,0,1,0,0,0,1,0,1
P55854,4,3,20,1,2,24,7,12,15,27,6,9,10
Q96J65,2,2,0,2,8,28,8,17,9,21,25,20,45
Q9UK45,10,12,16,17,8,6,5,6,10,6,8,8,9
Q8TAF3,6,7,18,18,5,6,3,5,5,3,5,33,34
Q9BQS6,1,1,1,1,1,1,1,1,1,1,37,14,14
Q9Y619,0,0,2,21,5,14,16,11,1,16,5,7,19
Q15637,14,14,21,17,13,11,10,10,13,11,13,9,13
Q92979,8,7,13,14,8,9,7,10,6,9,8,10,9
P54368,0,0,0,2,0,3,8,3,4,9,2,1,3
Q9NXR7,20,19,20,21,1,19,19,19,19,19,1,20,19
Q6P5S7,6,4,8,8,5,5,5,6,5,5,5,7,8
Q9Y2P4,3,2,3,3,2,4,42,41,43,38,36,40,41
Q5MJ09,0,0,0,0,0,0,1,0,0,0,11,0,0
Q13621,1,1,28,25,28,2,25,27,26,27,27,19,24
P05154,1,1,2,1,0,5,2,6,51,57,38,51,48
Q86TH1,2,1,2,8,2,0,0,0,3,17,3,5,1
Q9H497,0,0,0,0,12,0,0,4,7,6,12,42,43
P43003,2,7,50,54,1,50,0,31,14,36,37,46,40
P43146,4,9,4,4,4,7,7,6,11,7,9,5,23
Q15878,0,1,7,1,1,1,3,2,12,23,8,7,10
O95461,2,6,5,6,17,4,17,16,4,18,17,16,15
P05386,14,12,18,22,4,6,17,9,11,26,4,16,5
Q96Q89,2,2,3,25,25,6,25,14,19,20,25,17,24
ENSP00000407221,1,0,0,1,1,9,10,1,0,9,1,9,0
P01009,1,3,1,3,0,3,2,0,44,53,38,48,48
P12319,0,2,0,0,0,2,1,0,9,3,1,8,5
Q96G04,1,1,9,33,7,17,19,15,10,7,7,9,44
P25024,0,0,4,11,0,4,1,4,5,9,2,10,8
Q8IXV7,19,19,19,22,21,22,1,16,21,48,21,15,45
Q6ZRS2,14,16,2,2,14,10,9,10,14,1,27,20,58
Q9Y5K1,6,10,26,18,7,6,16,10,11,9,7,7,6
Q6ZWE6,2,25,3,3,3,20,14,20,2,22,20,4,8
Q8TEM1,2,16,17,6,21,17,19,14,21,18,21,11,18
Q9UIF3,3,3,3,3,3,3,3,2,3,8,2,19,19
O43248,1,1,2,2,2,1,1,6,6,5,12,19,16
Q14687,6,6,3,3,7,2,2,2,2,16,7,6,2
O95388,1,6,0,1,0,0,0,0,4,3,3,5,5
Q8NA75,1,1,1,1,1,1,18,28,19,21,38,18,21
Q9H2W6,12,18,4,4,6,8,21,13,5,7,6,9,9
P08590,0,0,8,2,0,0,1,3,47,24,7,11,6
Q9UKB1,4,3,19,21,2,14,9,11,9,12,9,4,37
Q5VZR2,1,1,4,1,0,0,1,2,1,2,0,0,0
Q9UJ55,1,1,1,1,3,2,15,7,16,13,15,4,19
Q92670,1,1,1,1,1,1,1,4,2,2,3,20,11
A0PJX8,1,1,1,1,1,1,1,1,1,1,1,1,1
P10966,1,1,0,1,1,1,1,0,0,0,1,1,0
P35414,2,4,4,4,3,3,2,3,2,4,5,9,8
Q99502,2,2,2,7,17,5,15,17,4,21,17,2,3
O43761,1,0,2,1,1,0,1,3,1,6,20,1,2
O60749,0,10,3,22,2,12,4,6,7,9,5,4,30
Q9UPM8,20,20,28,26,20,18,17,18,19,17,20,21,20
Q9HCN4,10,6,15,16,5,9,8,8,5,24,8,16,23
P50222,1,1,1,2,1,0,2,4,22,6,2,19,15
P38606,19,21,25,26,18,16,17,17,20,17,18,23,39
Q86UU9,1,3,3,2,1,1,1,1,1,1,1,1,1
Q06495,2,54,24,3,2,53,1,47,48,50,46,20,48
A8MUP6,2,2,6,3,2,6,1,9,6,9,5,5,5
O75298,4,10,1,0,3,22,2,10,0,6,41,17,15
Q8WWF8,3,20,19,5,18,17,24,17,43,21,41,15,15
Q9NTG1,2,11,2,2,1,1,1,9,1,1,16,8,22
A6NCN2,1,1,1,0,0,1,1,7,34,7,19,2,23
O95238,6,6,3,3,4,5,4,4,6,8,4,3,5
Q96RG2,17,11,4,4,5,14,13,6,9,14,5,6,19
Q7Z6G3,2,10,1,2,1,9,11,7,7,7,7,7,8
Q96M93,1,1,1,7,1,6,1,24,16,23,6,6,23
Q9Y5W3,4,4,4,13,4,2,4,6,13,13,11,5,4
ENSP00000420800,1,1,18,29,1,1,1,1,1,41,1,1,1
P14138,4,4,1,0,5,3,4,3,0,4,5,3,3
P30953,0,0,0,1,3,4,1,0,5,7,4,3,4
Q9NR11,0,0,0,0,0,0,1,0,35,14,13,18,13
Q9H3Z4,2,6,1,8,11,2,19,1,46,22,34,43,15
Q9HCI7,6,6,3,7,7,3,6,4,8,3,7,3,7
Q96G03,3,34,39,47,33,28,31,23,18,27,33,27,25
Q8TCW7,0,1,1,3,1,0,0,0,0,1,6,7,7
Q12882,41,41,21,22,20,20,28,11,20,8,30,35,25
Q86VX9,3,9,15,19,6,9,5,5,7,12,6,5,6
P57077,3,3,0,0,3,3,1,2,2,3,23,1,4
Q3MIX3,22,46,25,23,19,42,49,25,23,41,38,23,24
Q6ZNG9,3,3,3,3,58,3,1,3,3,3,58,24,6
Q9NTJ3,25,25,6,9,5,7,23,20,2,1,11,21,7
Q6ZRI6,1,1,1,1,1,4,5,4,1,4,1,1,1
Q9H244,1,0,0,0,0,0,1,0,0,6,0,6,4
Q5VTB9,18,19,7,6,4,13,24,2,4,2,4,2,5
Q9H2C2,12,14,6,16,10,10,13,12,11,10,10,11,12
A6NL26,3,1,10,4,3,3,1,4,8,4,6,4,5
Q96HU1,2,2,3,2,3,10,1,7,2,24,6,8,10
Q9P126,1,1,1,5,1,11,1,1,10,2,6,7,23
Q8TCQ9,0,0,0,0,1,0,1,0,0,0,1,0,0
Q4G112,22,3,1,1,9,6,11,2,3,5,9,14,3
A2CJ06,11,11,2,2,6,8,9,8,9,13,19,13,16
Q9UKK3,52,24,6,6,48,21,49,50,12,48,47,50,48
Q15399,2,2,5,2,2,12,5,5,21,1,20,21,51
Q8WZ73,1,6,2,20,17,19,3,3,13,7,17,20,14
O43808,8,14,15,10,7,12,7,8,9,7,7,11,7
Q8N9G5,0,0,0,0,1,0,1,0,0,0,1,1,1
Q15057,2,5,8,21,1,17,9,9,10,20,18,13,8
P46977,16,19,17,17,14,9,21,7,23,21,14,18,16
Q4VXU2,3,3,3,1,2,29,11,8,5,19,31,5,6
P41134,2,3,0,1,3,8,3,4,24,7,5,5,7
Q99788,6,4,5,6,4,4,4,4,4,4,5,8,8
ENSP00000406521,0,1,1,1,1,0,1,1,0,0,1,1,0
Q9UI10,10,10,14,14,6,9,3,26,6,6,11,6,6
P53582,32,17,9,28,5,13,32,12,7,42,12,30,22
Q8NDQ6,0,0,0,0,0,0,1,0,28,4,22,12,17
P07741,21,22,30,22,8,16,19,19,15,22,8,19,35
O14604,0,1,1,1,0,0,1,9,8,5,0,10,16
A8MZ97,2,2,4,2,1,2,1,2,2,2,1,2,2
Q9NYV9,0,0,0,0,0,0,1,5,4,2,2,5,14
P05305,1,1,0,0,1,1,1,1,1,3,1,0,1
P56706,3,3,8,3,1,8,7,5,7,9,6,5,6
Q6TCH7,3,2,2,12,18,19,4,11,1,16,34,39,42
Q9H270,5,5,14,12,4,2,10,2,5,3,4,4,5
Q05315,1,5,5,5,4,5,1,4,4,4,25,13,4
Q96GS4,7,7,0,0,1,1,4,3,21,1,1,1,3
Q5VYS8,4,17,4,9,14,19,19,13,4,23,11,16,21
P15391,1,1,1,1,0,0,1,0,1,0,0,1,1
Q6ZWJ8,7,7,2,27,8,7,2,5,7,1,53,5,20
O75031,9,9,2,9,9,7,8,7,9,7,9,7,9
A6NH13,1,1,1,1,1,0,1,0,1,0,1,0,1
Q9NUR3,5,6,1,1,6,6,6,6,6,3,6,4,6
P51153,3,3,21,20,2,19,26,15,16,24,34,16,17
O43361,0,0,0,0,0,0,1,0,30,14,9,19,12
P51677,1,1,1,1,1,1,1,4,18,7,2,3,9
Q96EY8,37,39,42,40,48,36,23,36,24,38,48,24,23
Q7Z6J0,0,1,6,0,3,17,8,3,3,6,14,2,1
Q8TEP8,17,18,3,3,9,15,9,6,10,7,9,5,7
O75969,0,0,0,0,0,0,1,0,0,0,2,0,0
Q5JSJ4,2,2,8,8,1,7,15,17,16,19,18,13,18
Q8TAM6,1,1,0,1,1,0,1,0,1,0,7,1,5
Q9NS82,2,1,1,18,1,1,33,41,43,5,26,30,42
Q12908,2,47,49,52,21,43,1,40,19,45,43,48,49
Q15004,4,3,4,4,3,3,4,4,4,4,3,8,3
Q9H2X0,4,4,5,5,1,3,3,3,4,3,51,3,4
Q9BWQ8,1,7,8,9,1,20,4,16,18,17,26,44,44
Q7L5L3,0,56,54,53,25,53,25,52,24,26,34,39,39
P38919,4,5,4,4,5,23,41,19,5,16,12,29,33
Q8NCX0,13,13,5,25,1,10,11,10,13,21,1,47,52
Q7Z6B7,2,3,6,20,2,3,3,4,15,23,4,12,15
Q9BRG1,8,7,9,9,7,8,9,9,8,8,7,10,9
Q9NUU7,1,2,27,1,1,20,6,4,5,37,16,21,21
P46777,9,8,9,12,1,1,7,1,1,3,1,21,17
Q9Y225,2,3,25,25,2,23,6,23,21,22,10,20,22
O95772,1,1,1,1,1,3,1,4,4,4,1,1,4
A8MYZ6,3,3,6,5,5,9,10,12,23,12,10,5,13
ENSP00000390815,1,1,1,1,1,1,1,1,1,11,11,1,1
Q9BYR6,0,1,1,5,1,1,1,0,1,4,1,0,60
P30301,1,3,25,34,1,21,3,27,10,48,26,39,22
Q969H0,3,8,13,10,1,2,2,2,35,4,5,5,36
P15313,3,13,53,2,2,51,19,21,18,23,19,22,22
Q9NYJ8,0,5,0,0,0,6,5,4,5,4,4,4,0
A6NCL7,0,4,0,0,4,5,6,4,21,4,3,19,22
P78560,3,3,3,3,8,7,2,2,3,3,8,7,1
Q13733,1,1,31,1,0,24,43,44,38,50,40,43,23
A6NNS2,1,2,1,8,1,1,1,44,14,30,26,45,47
P27694,12,9,15,9,0,4,8,3,8,3,9,4,5
P98153,1,1,0,2,5,3,5,1,1,3,5,1,1
P56746,0,0,5,3,2,2,1,2,2,1,2,1,2
Q96Q35,10,6,12,11,10,10,7,6,10,10,10,10,10
Q16644,1,0,0,1,0,30,15,2,46,15,6,15,16
Q96DG6,38,53,16,47,13,30,23,44,48,17,34,26,22
Q86T90,5,5,4,5,1,29,5,3,4,4,1,2,4
Q08945,11,11,16,11,7,4,15,6,10,5,8,9,9
P51854,3,0,60,56,0,2,39,27,27,42,47,36,44
Q9P127,3,3,3,16,57,15,1,3,16,3,56,15,15
P31260,3,2,3,9,4,4,6,3,8,3,12,4,20
Q12879,1,1,0,1,1,2,5,5,5,6,37,20,20
O14976,5,19,6,5,7,18,23,16,22,20,7,38,13
A6NF36,3,3,3,3,1,3,1,3,3,3,1,3,3
Q8NFU5,15,18,2,2,14,16,14,15,16,12,15,12,20
Q96EH5,0,1,37,0,0,42,14,18,21,14,11,17,18
ENSP00000403159,3,0,1,16,11,0,1,0,26,2,10,0,27
Q7L311,2,2,0,1,1,0,11,2,9,0,6,6,6
P58511,1,5,1,1,1,5,1,3,3,2,1,4,4
P29474,2,2,2,2,2,53,5,46,6,52,24,47,50
Q8IXH6,2,2,2,11,8,8,12,10,10,8,8,8,8
Q9NVK5,1,3,6,6,3,4,3,3,4,3,3,4,27
Q9NVX0,9,3,4,5,4,4,3,3,22,3,4,4,8
Q13164,15,15,2,48,18,9,7,18,2,20,17,43,12
Q15274,23,23,35,32,20,19,35,19,16,19,20,23,23
Q8WW43,0,27,29,29,3,9,4,19,18,22,16,17,17
P12829,0,1,7,1,1,15,1,0,45,25,7,10,5
Q8IYK8,9,1,1,1,1,2,1,8,4,21,8,16,21
Q9Y3B8,34,33,35,36,30,31,31,31,33,33,30,33,30
Q9NZV6,1,3,2,26,3,6,8,2,4,35,28,42,18
Q05481,0,8,17,16,0,5,1,3,19,8,1,11,17
P56589,8,12,13,14,17,6,13,10,8,6,17,6,5
Q96MZ0,2,2,9,2,2,24,24,20,16,21,50,19,20
Q6P7N7,3,3,1,1,1,3,5,3,3,3,1,1,3
P46976,1,13,22,7,8,10,6,8,14,24,6,5,7
O94875,7,6,4,3,3,6,4,13,10,7,14,12,2
Q9HC98,1,0,8,54,2,53,48,6,46,1,41,14,14
Q96DH6,2,9,11,27,12,15,9,12,22,17,39,9,10
Q8WYB5,4,21,4,3,7,9,18,14,19,25,12,10,9
Q7Z2D5,1,0,1,1,19,1,20,6,1,8,9,18,17
Q5JYT7,2,11,2,2,10,6,14,6,11,4,10,6,9
Q6ZUX7,3,4,5,4,3,3,3,3,3,2,3,3,5
Q8WV44,1,1,0,2,1,1,1,0,25,4,48,1,5
Q9UMS0,29,32,38,36,28,19,6,28,30,27,28,28,29
Q96BU1,4,0,0,0,4,4,6,4,0,4,4,0,0
Q99598,14,11,15,9,31,7,7,9,10,7,31,7,16
Q7Z5D8,0,0,0,5,0,5,1,0,5,0,2,5,0
P42356,13,9,14,18,8,25,4,4,10,18,8,10,10
O60218,0,3,2,28,8,50,4,34,36,55,23,44,22
Q7Z6I5,0,0,0,0,1,0,1,0,0,0,1,0,1
A6QL64,1,1,64,1,1,0,1,1,1,16,1,1,1
P37023,1,1,6,1,2,12,5,11,14,10,4,13,18
O00499,1,9,3,8,3,3,2,12,6,2,10,12,20
Q13637,5,23,16,22,17,22,19,20,19,13,42,15,20
Q9NX70,6,6,9,7,1,6,6,6,6,6,1,6,6
Q96FX7,26,29,23,29,21,24,1,26,21,21,21,8,5
Q9ULE4,3,3,3,26,29,2,27,0,26,22,29,15,48
Q8IZ40,3,11,4,3,3,25,9,6,16,8,20,3,15
Q14BN4,13,13,1,47,1,3,10,3,9,3,1,3,46
Q9ULX5,30,3,2,1,2,2,2,2,2,24,17,19,2
Q9UBN6,0,0,0,0,0,3,1,4,1,2,9,17,0
Q8NB91,3,3,1,3,1,2,2,2,2,2,1,2,2
Q68D42,0,0,0,0,0,0,1,0,0,0,0,0,0
P57055,2,2,2,2,4,2,6,3,12,10,10,5,11
Q13310,0,6,14,22,29,19,5,3,3,20,29,28,3
Q96B26,20,15,24,17,6,11,11,16,10,19,8,19,18
Q8N7Z5,33,35,1,1,4,31,1,12,1,24,4,24,37
Q9UL51,3,4,5,3,5,28,3,7,20,1,22,20,20
O43663,13,11,26,18,8,9,6,9,13,8,8,15,11
Q7Z6I8,1,2,2,1,1,1,6,1,1,1,1,1,1
Q5TA79,1,1,1,1,1,1,1,1,1,3,11,6,1
Q8IYN2,0,0,1,0,0,0,1,0,0,3,7,0,0
Q9H1K1,20,25,30,31,13,14,23,18,21,17,13,15,14
P07942,2,3,7,6,2,39,2,3,4,1,5,16,21
Q96KS9,2,4,5,5,9,7,2,0,3,2,9,2,3
Q5MCW4,1,1,3,15,1,15,1,1,27,12,15,11,14
Q8NGC4,2,2,1,1,1,1,1,1,5,2,2,4,1
P32004,3,3,3,3,2,2,4,4,5,10,4,2,3
O14880,16,21,17,17,9,9,19,11,14,11,35,42,39
Q6J272,10,0,0,0,1,0,0,0,0,6,1,6,7
Q8NH07,1,1,5,1,4,4,1,3,9,4,6,6,14
Q9NZS2,3,3,3,3,3,3,1,4,15,5,9,12,14
Q9HCS4,3,2,2,2,2,26,1,3,5,9,4,1,3
Q9NV44,0,0,0,0,1,0,1,0,0,0,1,1,1
Q8N7B6,9,9,9,9,9,8,8,8,9,21,22,24,24
Q96I25,10,13,17,15,6,9,13,9,10,6,6,11,8
Q96CX6,4,4,7,5,8,3,3,3,15,1,37,46,47
Q03468,18,18,9,9,13,14,11,13,16,19,26,38,14
O00748,0,1,5,23,37,49,5,51,42,3,36,13,12
ENSP00000402962,0,1,0,1,1,0,1,0,0,0,1,0,0
Q8NDW8,0,30,0,36,0,30,19,22,23,22,16,20,24
Q5CZA5,1,1,5,5,5,0,1,5,29,3,20,22,20
Q9H9L7,1,1,3,2,3,20,1,3,13,4,14,2,4
O95487,2,15,1,10,3,11,4,3,3,15,3,4,4
O94973,3,7,22,19,6,10,4,5,6,6,6,5,4
Q9NZ81,3,3,1,57,1,0,1,0,3,0,1,0,1
Q8N1Q8,0,0,1,1,2,0,53,10,46,54,33,17,52
O43715,16,4,15,15,15,16,21,15,15,12,15,14,14
P60002,8,10,13,12,10,7,5,5,5,8,10,6,7
P84098,8,9,9,10,3,2,7,4,2,6,3,8,4
Q9Y5N5,25,13,21,28,11,22,15,8,24,23,11,23,22
Q8N7A1,3,3,3,28,9,19,2,17,25,17,34,23,54
Q9ULX9,1,1,1,3,1,10,5,7,6,9,3,2,3
Q9NVU0,10,15,3,7,8,11,14,13,16,14,8,11,9
Q5VU97,3,18,4,4,4,47,4,3,3,3,37,3,3
Q9UKV5,17,17,4,15,14,17,15,15,16,14,13,13,10
P49590,2,2,56,45,2,47,9,13,7,27,25,23,7
O96005,14,16,18,17,11,15,17,9,11,20,11,11,14
Q9BQ66,0,1,16,31,1,1,1,1,12,28,2,23,61
Q9H4E5,2,1,1,1,1,1,1,1,1,22,8,1,1
Q9Y2B1,6,6,6,7,7,5,5,5,5,5,7,5,5
Q9H825,25,25,4,3,4,1,11,18,11,20,10,8,11
Q96QF7,19,20,0,24,21,15,8,17,18,15,21,18,12
O43660,7,6,11,38,4,4,4,4,8,28,4,31,28
P21781,0,1,1,1,1,0,2,6,7,7,3,5,5
Q9UEE5,2,7,3,25,2,50,19,5,51,29,23,15,16
ENSP00000339493,1,1,1,1,1,1,1,1,1,1,1,10,1
Q96A70,1,1,0,0,1,52,42,23,24,38,23,25,27
P25067,2,2,10,9,1,2,3,1,20,8,39,8,8
P35228,20,19,1,0,1,49,29,43,5,48,23,45,3
P24394,3,0,1,1,0,3,1,0,0,3,3,3,3
A0A0A0MR89,1,1,1,1,1,1,1,1,1,1,1,4,7
P56270,6,6,16,15,7,3,3,4,4,2,17,9,10
P0C7W8,1,1,4,1,1,1,1,0,0,3,1,1,0
Q8N9N5,6,6,1,1,7,9,9,6,6,10,7,6,5
Q9UHN6,2,53,3,22,52,21,2,18,51,50,52,18,19
P52292,8,24,4,21,0,20,1,21,5,20,3,17,18
Q8NEQ5,2,2,1,2,1,2,1,2,2,2,1,2,2
P78508,2,3,3,3,3,2,2,52,52,50,45,48,47
P18463,1,1,5,1,1,7,2,3,1,5,1,1,2
Q5VYJ5,10,10,11,11,4,7,9,7,11,17,8,15,16
Q9GZL7,8,11,15,9,6,10,8,7,6,5,6,11,28
Q6MZM9,0,0,1,1,1,0,1,0,0,60,1,1,1
Q8NHH1,9,9,0,0,8,6,6,7,0,25,21,22,12
O14841,25,24,31,32,30,22,29,23,33,31,30,25,26
Q9H307,20,20,0,49,13,13,16,16,18,13,13,15,17
Q32MH5,4,16,0,0,16,15,17,15,6,4,16,4,0
Q8IV16,2,2,2,2,2,2,1,2,2,2,6,2,1
Q9HA38,3,0,1,6,4,4,5,5,1,1,16,3,19
Q9UFP1,0,1,0,0,2,1,1,1,0,3,8,1,0
P15884,1,8,1,1,1,7,1,5,5,7,5,5,6
Q9HCJ0,2,4,2,18,2,2,9,2,2,14,5,0,5
P51679,1,1,0,1,0,1,1,1,16,0,1,8,8
Q8NH43,3,2,1,3,1,1,1,0,7,2,1,3,2
Q969T4,2,9,19,0,13,24,4,17,18,27,12,18,17
Q99445,1,1,1,1,1,1,1,1,1,1,1,0,2
ENSP00000391959,1,1,1,1,1,1,1,1,1,1,1,5,1
Q8N661,2,2,1,56,10,50,3,11,51,50,54,6,51
Q8NDG6,5,5,4,7,16,4,21,4,5,30,35,18,6
Q53GA4,4,4,3,4,3,3,3,3,3,4,3,3,3
P68871,1,1,9,1,1,2,6,4,6,8,1,15,18
P34982,1,1,6,1,1,1,1,1,8,5,2,5,4
O95965,0,26,1,0,0,0,0,0,26,0,2,4,7
O43760,1,3,2,5,1,1,3,5,3,8,19,4,4
Q8NET5,2,0,0,0,1,2,1,2,2,2,1,2,2
Q92609,16,15,4,4,14,17,8,9,25,9,14,14,19
Q6IQ55,2,23,2,3,23,25,22,21,18,26,23,17,25
Q5JRA6,4,7,1,1,3,3,1,5,5,10,6,22,27
O75525,7,7,1,1,1,7,5,4,4,9,20,18,18
P42345,7,6,9,9,7,3,3,3,4,1,7,4,5
Q9NW82,10,10,11,12,8,9,7,8,9,7,8,31,34
Q96A58,7,4,8,7,4,7,4,7,5,24,19,22,26
O75077,2,1,2,2,1,1,2,5,6,1,6,16,15
Q14CW9,7,7,4,9,10,17,15,4,8,6,11,21,23
Q96FV0,5,5,1,1,6,9,9,9,12,21,47,18,4
P54259,1,0,1,22,1,0,3,9,7,52,15,4,1
Q8IWV1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q8TBZ3,2,19,6,17,10,13,8,9,12,9,10,10,10
ENSP00000389725,1,1,1,1,1,1,1,1,1,1,1,0,1
Q8IYS2,4,3,2,6,3,1,1,1,3,1,3,1,4
Q9NTU7,0,0,0,0,0,0,0,0,0,2,1,0,0
Q5T4I8,1,1,3,3,1,1,1,1,1,5,1,9,8
P31213,1,0,29,3,2,48,4,41,40,44,35,15,43
Q96AY2,19,16,0,3,12,12,16,4,21,5,12,4,9
Q8NG06,0,30,1,0,0,5,1,1,26,3,47,22,8
H9KV56,1,1,1,1,1,11,6,3,6,6,4,7,8
Q6UXQ4,3,3,3,3,21,3,1,3,3,3,21,3,3
